,corpus_id,sentences
192,11,    you tore your clothes while playing-is that why they call you
193,11,untidy?
194,11,"    o, fie! what would they call an autumn morning that smiles"
195,11,through its ragged clouds?
196,11,"    take no heed of what they say to you, my child."
197,11,    they make a long list of your misdeeds.
198,11,    everybody knows how you love sweet things-is that why they
199,11,call you greedy?
200,11,"    o, fie! what then would they call us who love you?"
201,12,i know not from what distant time
202,12,thou art ever coming nearer to meet me.
203,12,thy sun and stars can never keep thee hidden from me for aye.
204,12,in many a morning and eve thy footsteps have been heard
205,12,and thy messenger has come within my heart and called me in secret.
206,12,"i know not only why today my life is all astir,"
207,12,and a feeling of tremulous joy is passing through my heart.
208,12,"it is as if the time were come to wind up my work,"
209,12,and i feel in the air a faint smell of thy sweet presence.
210,13,he whom i enclose with my name is weeping in this dungeon.
211,13,i am ever busy building this wall all around; and as this wall goes up into
212,13,the sky day by day i lose sight of my true being in its dark shadow.
213,13,"i take pride in this great wall, and i plaster it with dust and sand"
214,13,lest a least hole should be left in this name;
215,13,and for all the care i take i lose sight of my true being.
216,14,"time is endless in thy hands, my lord."
217,14,there is none to count thy minutes.
218,14,days and nights pass and ages bloom and fade like flowers.
219,14,thou knowest how to wait.
220,14,thy centuries follow each other perfecting a small wild flower.
221,14,"we have no time to lose,"
222,14,and having no time we must scramble for a chance.
223,14,we are too poor to be late.
224,14,and thus it is that time goes by
225,14,"while i give it to every querulous man who claims it,"
226,14,and thine altar is empty of all offerings to the last.
227,14,at the end of the day i hasten in fear lest thy gate be shut;
228,14,but i find that yet there is time.
229,15,"day after day, o lord of my life,"
230,15,shall i stand before thee face to face.
231,15,"with folded hands, o lord of all worlds,"
232,15,shall i stand before thee face to face.
233,15,"under thy great sky in solitude and silence,"
234,15,with humble heart shall i stand before thee face to face.
235,15,"in this laborious world of thine, tumultuous with toil"
236,15,"and with struggle, among hurrying crowds"
237,15,shall i stand before thee face to face.
238,15,"and when my work shall be done in this world,"
239,15,"o king of kings, alone and speechless"
240,15,shall i stand before thee face to face.
241,16,"if people came to know where my king's palace is, it would vanish"
242,16,into the air.
243,16,    the walls are of white silver and the roof of shining gold.
244,16,"    the queen lives in a palace with seven courtyards, and she"
245,16,wears a jewel that cost all the wealth of seven kingdoms.
246,16,"    but let me tell you, mother, in a whisper, where my king's"
247,16,palace is.
248,16,    it is at the corner of our terrace where the pot of the tulsi
249,16,plant stands.
250,16,    the princess lies sleeping on the far-away shore of the seven
251,16,impassable seas.
252,16,    there is none in the world who can find her but myself.
253,16,    she has bracelets on her arms and pearl drops in her ears; her
254,16,hair sweeps down upon the floor.
255,16,    she will wake when i touch her with my magic wand and jewels
256,16,will fall from her lips when she smiles.
257,16,"    but let me whisper in your ear, mother; she is there in the"
258,16,corner of our terrace where the pot of the tulsi plant stands.
259,16,"    when it is time for you to go to the river for your bath, step"
260,16,up to that terrace on the roof.
261,16,    i sit in the corner where the shadow of the walls meet
262,16,together.
263,16,"    only puss is allowed to come with me, for she know where the"
264,16,barber in the story lives.
265,16,"    but let me whisper, mother, in your ear where the barber in"
266,16,the story lives.
267,16,    it is at the corner of the terrace where the pot of the tulsi
268,16,plant stands.
269,17,"i have got my leave. bid me farewell, my brothers!"
270,17,i bow to you all and take my departure.
271,17,here i give back the keys of my door
272,17, and i give up all claims to my house.
273,17,i only ask for last kind words from you.
274,17,"we were neighbors for long,"
275,17,but i received more than i could give.
276,17,now the day has dawned
277,17,and the lamp that lit my dark corner is out.
278,17,a summons has come and i am ready for my journey.
279,18,i touch god in my song
280,18,   as the hill touches the far-away sea
281,18,     with its waterfall.
282,18,"the butterfly counts not months but moments,"
283,18,   and has time enough.
284,18,"let my love, like sunlight, surround you"
285,18,   and yet give you illumined freedom.
286,18,"love remains a secret even when spoken,"
287,18,   for only a lover truly knows that he is loved.
288,18,emancipation from the bondage of the soil
289,18,   is no freedom for the tree.
290,18,in love i pay my endless debt to thee
291,18,   for what thou art.
292,19,"pluck this little flower and take it, delay not! i fear lest it"
293,19,droop and drop into the dust.
294,19,"i may not find a place in thy garland, but honour it with a touch of"
295,19,pain from thy hand and pluck it. i fear lest the day end before i am
296,19,"aware, and the time of offering go by."
297,19,"though its colour be not deep and its smell be faint, use this flower"
298,19,in thy service and pluck it while there is time.
299,20,"o fool, try to carry thyself upon thy own shoulders!"
300,20,"o beggar, to come beg at thy own door!"
301,20,"leave all thy burdens on his hands who can bear all,"
302,20,and never look behind in regret.
303,20,thy desire at once puts out the light from the lamp it touches with its breath.
304,20,it is unholy take not thy gifts through its unclean hands.
305,20,accept only what is offered by sacred love.
306,21,by all means they try to hold me secure who love me in this world.
307,21,"but it is otherwise with thy love which is greater than theirs,"
308,21,and thou keepest me free.
309,21,lest i forget them they never venture to leave me alone.
310,21,but day passes by after day and thou art not seen.
311,21,"if i call not thee in my prayers, if i keep not thee in my heart,"
312,21,thy love for me still waits for my love.
313,22,freedom from fear is the freedom
314,22,i claim for you my motherland!
315,22,"freedom from the burden of the ages, bending your head,"
316,22,"breaking your back, blinding your eyes to the beckoning"
317,22,call of the future;
318,22,freedom from the shackles of slumber wherewith
319,22,"you fasten yourself in night's stillness,"
320,22,mistrusting the star that speaks of truth's adventurous paths;
321,22,freedom from the anarchy of destiny
322,22,"whole sails are weakly yielded to the blind uncertain winds,"
323,22,and the helm to a hand ever rigid and cold as death.
324,22,"freedom from the insult of dwelling in a puppet's world,"
325,22,"where movements are started through brainless wires,"
326,22,"repeated through mindless habits,"
327,22,where figures wait with patience and obedience for the
328,22,"master of show,"
329,22,to be stirred into a mimicry of life.
330,23,art thou abroad on this stormy night
331,23,"on thy journey of love, my friend?"
332,23,the sky groans like one in despair.
333,23,i have no sleep tonight.
334,23,ever and again i open my door and look out on
335,23,"the darkness, my friend!"
336,23,i can see nothing before me.
337,23,i wonder where lies thy path!
338,23,"by what dim shore of the ink-black river,"
339,23,"by what far edge of the frowning forest,"
340,23,through what mazy depth of gloom art thou threading
341,23,"thy course to come to me, my friend?"
342,24,.
343,24,"thou hast made me endless, such is thy pleasure. this frail vessel thou emptiest again and again, and fillest it ever with fresh life."
344,24,"this little flute of a reed thou hast carried over hills and dales, and hast breathed through it melodies eternally new."
345,24,at the immortal touch of thy hands my little heart loses its limits in joy and gives birth to utterance ineffable.
346,24,"thy infinite gifts come to me only on these very small hands of mine. ages pass, and still thou pourest, and still there is room to fill."
347,24,.
348,24,"when thou commandest me to sing it seems that my heart would break with pride; and i look to thy face, and tears come to my eyes."
349,24,all that is harsh and dissonant in my life melts into one sweet harmony - and my adoration spreads wings like a glad bird on its flight across the sea.
350,24,i know thou takest pleasure in my singing. i know that only as a singer i come before thy presence.
351,24,i touch by the edge of the far-spreading wing of my song thy feet which i could never aspire to reach.
352,24,drunk with the joy of singing i forget myself and call thee friend who art my lord.
353,24,.
354,24,"i know not how thou singest, my master! i ever listen in silent amazement."
355,24,the light of thy music illumines the world. the life breath of thy music runs from sky to sky. the holy stream of thy music breaks through all stony obstacles and rushes on.
356,24,"my heart longs to join in thy song, but vainly struggles for a voice. i would speak, but speech breaks not into song, and i cry out baffled. ah, thou hast made my heart captive in the endless meshes of thy music, my master!"
357,24,.
358,24,"life of my life, i shall ever try to keep my body pure, knowing that thy living touch is upon all my limbs."
359,24,"i shall ever try to keep all untruths out from my thoughts, knowing that thou art that truth which has kindled the light of reason in my mind."
360,24,"i shall ever try to drive all evils away from my heart and keep my love in flower, knowing that thou hast thy seat in the inmost shrine of my heart."
361,24,"and it shall be my endeavour to reveal thee in my actions, knowing it is thy power gives me strength to act."
362,24,.
363,24,i ask for a moment's indulgence to sit by thy side. the works that i have in hand i will finish afterwards.
364,24,"away from the sight of thy face my heart knows no rest nor respite, and my work becomes an endless toil in a shoreless sea of toil."
365,24,today the summer has come at my window with its sighs and murmurs; and the bees are plying their minstrelsy at the court of the flowering grove.
366,24,"now it is time to sit quite, face to face with thee, and to sing dedication of life in this silent and overflowing leisure."
367,24,.
368,24,"pluck this little flower and take it, delay not! i fear lest it droop and drop into the dust."
369,24,"i may not find a place in thy garland, but honour it with a touch of pain from thy hand and pluck it. i fear lest the day end before i am aware, and the time of offering go by."
370,24,"though its colour be not deep and its smell be faint, use this flower in thy service and pluck it while there is time."
371,24,.
372,24,my song has put off her adornments. she has no pride of dress and decoration. ornaments would mar our union; they would come between thee and me; their jingling would drown thy whispers.
373,24,"my poet's vanity dies in shame before thy sight. o master poet, i have sat down at thy feet. only let me make my life simple and straight, like a flute of reed for thee to fill with music."
374,24,.
375,24,the child who is decked with prince's robes and who has jewelled chains round his neck loses all pleasure in his play; his dress hampers him at every step.
376,24,"in fear that it may be frayed, or stained with dust he keeps himself from the world, and is afraid even to move."
377,24,"mother, it is no gain, thy bondage of finery, if it keeps one shut off from the healthful dust of the earth, if it rob one of the right of entrance to the great fair of common human life."
378,24,.
379,24,"o fool, try to carry thyself upon thy own shoulders! o beggar, to come beg at thy own door!"
380,24,"leave all thy burdens on his hands who can bear all, and never look behind in regret."
381,24,thy desire at once puts out the light from the lamp it touches with its breath. it is unholy - take not thy gifts through its unclean hands. accept only what is offered by sacred love.
382,24,.
383,24,"here is thy footstool and there rest thy feet where live the poorest, and lowliest, and lost."
384,24,"when i try to bow to thee, my obeisance cannot reach down to the depth where thy feet rest among the poorest, and lowliest, and lost."
385,24,"pride can never approach to where thou walkest in the clothes of the humble among the poorest, and lowliest, and lost."
386,24,"my heart can never find its way to where thou keepest company with the companionless among the poorest, the lowliest, and the lost."
387,24,.
388,24,leave this chanting and singing and telling of beads! whom dost thou worship in this lonely dark corner of a temple with doors all shut? open thine eyes and see thy god is not before thee!
389,24,"he is there where the tiller is tilling the hard ground and where the pathmaker is breaking stones. he is with them in sun and in shower, and his garment is covered with dust. put of thy holy mantle and even like him come down on the dusty soil!"
390,24,deliverance? where is this deliverance to be found? our master himself has joyfully taken upon him the bonds of creation; he is bound with us all for ever.
391,24,come out of thy meditations and leave aside thy flowers and incense! what harm is there if thy clothes become tattered and stained? meet him and stand by him in toil and in sweat of thy brow.
392,24,.
393,24,the time that my journey takes is long and the way of it long.
394,24,"i came out on the chariot of the first gleam of light, and pursued my voyage through the wildernesses of worlds leaving my track on many a star and planet."
395,24,"it is the most distant course that comes nearest to thyself, and that training is the most intricate which leads to the utter simplicity of a tune."
396,24,"the traveller has to knock at every alien door to come to his own, and one has to wander through all the outer worlds to reach the innermost shrine at the end."
397,24,my eyes strayed far and wide before i shut them and said 'here art thou!'
398,24,"the question and the cry 'oh, where?' melt into tears of a thousand streams and deluge the world with the flood of the assurance 'i am!'"
399,24,.
400,24,the song that i came to sing remains unsung to this day. i have spent my days in stringing and in unstringing my instrument.
401,24,"the time has not come true, the words have not been rightly set; only there is the agony of wishing in my heart."
402,24,"the blossom has not opened; only the wind is sighing by. i have not seen his face, nor have i listened to his voice; only i have heard his gentle footsteps from the road before my house."
403,24,the livelong day has passed in spreading his seat on the floor; but the lamp has not been lit and i cannot ask him into my house.
404,24,i live in the hope of meeting with him; but this meeting is not yet.
405,24,.
406,24,"my desires are many and my cry is pitiful, but ever didst thou save me by hard refusals; and this strong mercy has been wrought into my life through and through."
407,24,"day by day thou art making me worthy of the simple, great gifts that thou gavest to me unasked - this sky and the light, this body and the life and the mind - saving me from perils of overmuch desire."
408,24,there are times when i languidly linger and times when i awaken and hurry in search of my goal; but cruelly thou hidest thyself from before me.
409,24,"day by day thou art making me worthy of thy full acceptance by refusing me ever and anon, saving me from perils of weak, uncertain desire."
410,24,.
411,24,i am here to sing thee songs. in this hall of thine i have a corner seat.
412,24,in thy world i have no work to do; my useless life can only break out in tunes without a purpose.
413,24,"when the hour strikes for thy silent worship at the dark temple of midnight, command me, my master, to stand before thee to sing."
414,24,"when in the morning air the golden harp is tuned, honour me, commanding my presence."
415,24,.
416,24,"i have had my invitation to this world's festival, and thus my life has been blessed. my eyes have seen and my ears have heard."
417,24,"it was my part at this feast to play upon my instrument, and i have done all i could."
418,24,"now, i ask, has the time come at last when i may go in and see thy face and offer thee my silent salutation?"
419,24,.
420,24,i am only waiting for love to give myself up at last into his hands. that is why it is so late and why i have been guilty of such omissions.
421,24,"they come with their laws and their codes to bind me fast; but i evade them ever, for i am only waiting for love to give myself up at last into his hands."
422,24,people blame me and call me heedless; i doubt not they are right in their blame.
423,24,the market day is over and work is all done for the busy. those who came to call me in vain have gone back in anger. i am only waiting for love to give myself up at last into his hands.
424,24,.
425,24,"clouds heap upon clouds and it darkens. ah, love, why dost thou let me wait outside at the door all alone?"
426,24,"in the busy moments of the noontide work i am with the crowd, but on this dark lonely day it is only for thee that i hope."
427,24,"if thou showest me not thy face, if thou leavest me wholly aside, i know not how i am to pass these long, rainy hours."
428,24,"i keep gazing on the far-away gloom of the sky, and my heart wanders wailing with the restless wind."
429,24,.
430,24,if thou speakest not i will fill my heart with thy silence and endure it. i will keep still and wait like the night with starry vigil and its head bent low with patience.
431,24,"the morning will surely come, the darkness will vanish, and thy voice pour down in golden streams breaking through the sky."
432,24,"then thy words will take wing in songs from every one of my birds' nests, and thy melodies will break forth in flowers in all my forest groves."
433,24,.
434,24,"on the day when the lotus bloomed, alas, my mind was straying, and i knew it not. my basket was empty and the flower remained unheeded."
435,24,"only now and again a sadness fell upon me, and i started up from my dream and felt a sweet trace of a strange fragrance in the south wind."
436,24,that vague sweetness made my heart ache with longing and it seemed to me that is was the eager breath of the summer seeking for its completion.
437,24,"i knew not then that it was so near, that it was mine, and that this perfect sweetness had blossomed in the depth of my own heart."
438,24,.
439,24,i must launch out my boat. the languid hours pass by on the shore - alas for me!
440,24,the spring has done its flowering and taken leave. and now with the burden of faded futile flowers i wait and linger.
441,24,"the waves have become clamorous, and upon the bank in the shady lane the yellow leaves flutter and fall."
442,24,what emptiness do you gaze upon! do you not feel a thrill passing through the air with the notes of the far-away song floating from the other shore?
443,24,.
444,24,"in the deep shadows of the rainy july, with secret steps, thou walkest, silent as night, eluding all watchers."
445,24,"today the morning has closed its eyes, heedless of the insistent calls of the loud east wind, and a thick veil has been drawn over the ever-wakeful blue sky."
446,24,"the woodlands have hushed their songs, and doors are all shut at every house. thou art the solitary wayfarer in this deserted street. oh my only friend, my best beloved, the gates are open in my house - do not pass by like a dream."
447,24,.
448,24,"art thou abroad on this stormy night on thy journey of love, my friend? the sky groans like one in despair."
449,24,"i have no sleep tonight. ever and again i open my door and look out on the darkness, my friend!"
450,24,i can see nothing before me. i wonder where lies thy path!
451,24,"by what dim shore of the ink-black river, by what far edge of the frowning forest, through what mazy depth of gloom art thou threading thy course to come to me, my friend?"
452,24,.
453,24,"if the day is done, if birds sing no more, if the wind has flagged tired, then draw the veil of darkness thick upon me, even as thou hast wrapt the earth with the coverlet of sleep and tenderly closed the petals of the drooping lotus at dusk."
454,24,"from the traveller, whose sack of provisions is empty before the voyage is ended, whose garment is torn and dustladen, whose strength is exhausted, remove shame and poverty, and renew his life like a flower under the cover of thy kindly night."
455,24,.
456,24,"in the night of weariness let me give myself up to sleep without struggle, resting my trust upon thee."
457,24,let me not force my flagging spirit into a poor preparation for thy worship.
458,24,it is thou who drawest the veil of night upon the tired eyes of the day to renew its sight in a fresher gladness of awakening.
459,24,.
460,24,"he came and sat by my side but i woke not. what a cursed sleep it was, o miserable me!"
461,24,"he came when the night was still; he had his harp in his hands, and my dreams became resonant with its melodies."
462,24,"alas, why are my nights all thus lost? ah, why do i ever miss his sight whose breath touches my sleep?"
463,24,.
464,24,"light, oh where is the light? kindle it with the burning fire of desire!"
465,24,"there is the lamp but never a flicker of a flame - is such thy fate, my heart? ah, death were better by far for thee!"
466,24,"misery knocks at thy door, and her message is that thy lord is wakeful, and he calls thee to the love-tryst through the darkness of night."
467,24,the sky is overcast with clouds and the rain is ceaseless. i know not what this is that stirs in me - i know not its meaning.
468,24,"a moment's flash of lightning drags down a deeper gloom on my sight, and my heart gropes for the path to where the music of the night calls me."
469,24,"light, oh where is the light! kindle it with the burning fire of desire! it thunders and the wind rushes screaming through the void. the night is black as a black stone. let not the hours pass by in the dark. kindle the lamp of love with thy life."
470,24,.
471,24,"obstinate are the trammels, but my heart aches when i try to break them."
472,24,"freedom is all i want, but to hope for it i feel ashamed."
473,24,"i am certain that priceless wealth is in thee, and that thou art my best friend, but i have not the heart to sweep away the tinsel that fills my room."
474,24,"the shroud that covers me is a shroud of dust and death; i hate it, yet hug it in love."
475,24,"my debts are large, my failures great, my shame secret and heavy; yet when i come to ask for my good, i quake in fear lest my prayer be granted."
476,24,.
477,24,he whom i enclose with my name is weeping in this dungeon. i am ever busy building this wall all around; and as this wall goes up into the sky day by day i lose sight of my true being in its dark shadow.
478,24,"i take pride in this great wall, and i plaster it with dust and sand lest a least hole should be left in this name; and for all the care i take i lose sight of my true being."
479,24,.
480,24,i came out alone on my way to my tryst. but who is this that follows me in the silent dark?
481,24,i move aside to avoid his presence but i escape him not.
482,24,he makes the dust rise from the earth with his swagger; he adds his loud voice to every word that i utter.
483,24,"he is my own little self, my lord, he knows no shame; but i am ashamed to come to thy door in his company."
484,24,.
485,24,"'prisoner, tell me, who was it that bound you?'"
486,24,"'it was my master,' said the prisoner. 'i thought i could outdo everybody in the world in wealth and power, and i amassed in my own treasure-house the money due to my king. when sleep overcame me i lay upon the bad that was for my lord, and on waking up i found i was a prisoner in my own treasure-house.'"
487,24,"'prisoner, tell me, who was it that wrought this unbreakable chain?'"
488,24,"'it was i,' said the prisoner, 'who forged this chain very carefully. i thought my invincible power would hold the world captive leaving me in a freedom undisturbed. thus night and day i worked at the chain with huge fires and cruel hard strokes. when at last the work was done and the links were complete and unbreakable, i found that it held me in its grip.'"
489,24,.
490,24,"by all means they try to hold me secure who love me in this world. but it is otherwise with thy love which is greater than theirs, and thou keepest me free."
491,24,lest i forget them they never venture to leave me alone. but day passes by after day and thou art not seen.
492,24,"if i call not thee in my prayers, if i keep not thee in my heart, thy love for me still waits for my love."
493,24,.
494,24,"when it was day they came into my house and said, 'we shall only take the smallest room here.'"
495,24,"they said, 'we shall help you in the worship of your god and humbly accept only our own share in his grace'; and then they took their seat in a corner and they sat quiet and meek."
496,24,"but in the darkness of night i find they break into my sacred shrine, strong and turbulent, and snatch with unholy greed the offerings from god's altar."
497,24,.
498,24,let only that little be left of me whereby i may name thee my all.
499,24,"let only that little be left of my will whereby i may feel thee on every side, and come to thee in everything, and offer to thee my love every moment."
500,24,let only that little be left of me whereby i may never hide thee.
501,24,"let only that little of my fetters be left whereby i am bound with thy will, and thy purpose is carried out in my life - and that is the fetter of thy love."
502,24,.
503,24,"where the mind is without fear and the head is held high; where knowledge is free; where the world has not been broken up into fragments by narrow domestic walls; where words come out from the depth of truth; where tireless striving stretches its arms towards perfection; where the clear stream of reason has not lost its way into the dreary desert sand of dead habit; where the mind is led forward by thee into ever-widening thought and action- into that heaven of freedom, my father, let my country awake."
504,24,.
505,24,"this is my prayer to thee, my lord - strike, strike at the root of penury in my heart. give me the strength lightly to bear my joys and sorrows. give me the strength to make my love fruitful in service. give me the strength never to disown the poor or bend my knees before insolent might. give me the strength to raise my mind high above daily trifles. and give me the strength to surrender my strength to thy will with love."
506,24,.
507,24,"i thought that my voyage had come to its end at the last limit of my power, - that the path before me was closed, that provisions were exhausted and the time come to take shelter in a silent obscurity."
508,24,"but i find that thy will knows no end in me. and when old words die out on the tongue, new melodies break forth from the heart; and where the old tracks are lost, new country is revealed with its wonders."
509,24,.
510,24,"that i want thee, only thee - let my heart repeat without end. all desires that distract me, day and night, are false and empty to the core."
511,24,"as the night keeps hidden in its gloom the petition for light, even thus in the depth of my unconsciousness rings the cry - 'i want thee, only thee'."
512,24,"as the storm still seeks its end in peace when it strikes against peace with all its might, even thus my rebellion strikes against thy love and still its cry is - 'i want thee, only thee'."
513,24,.
514,24,"when the heart is hard and parched up, come upon me with a shower of mercy."
515,24,"when grace is lost from life, come with a burst of song."
