,corpus_id,sentences
182,4,if kindred humours e'er would make
183,4,"my spirit droop for drooping's sake,"
184,4,"from fancy following in thy wake,"
185,4,bright ship of heaven!
186,4,a counter impulse let me take
187,4,and be forgiven.
188,5,  the sky is overcast
189,5,"with a continuous cloud of texture close,"
190,5,"heavy and wan, all whitened by the moon,"
191,5,"which through that veil is indistinctly seen,"
192,5,"a dull, contracted circle, yielding light"
193,5,"so feebly spread, that not a shadow falls,"
194,5,"chequering the ground from rock, plant, tree, or tower."
195,5,at length a pleasant instantaneous gleam
196,5,startles the pensive traveller while he treads
197,5,"his lonesome path, with unobserving eye"
198,5,bent earthwards; he looks up the clouds are split
199,5,"asunder, and above his head he sees"
200,5,"the clear moon, and the glory of the heavens."
201,5,"there, in a black-blue vault she sails along,"
202,5,"followed by multitudes of stars, that, small"
203,5,"and sharp, and bright, along the dark abyss"
204,5,"drive as she drives, how fast they wheel away,"
205,5,"yet vanish not! the wind is in the tree,"
206,5,but they are silent; still they roll along
207,5,"immeasurably distant; and the vault,"
208,5,"built round by those white clouds, enormous clouds,"
209,5,still deepens its unfathomable depth.
210,5,"at length the vision closes; and the mind,"
211,5,"not undisturbed by the delight it feels,"
212,5,"which slowly settles into peaceful calm,"
213,5,is left to muse upon the solemn scene.
214,6,".    a poet! he hath put his heart to school,"
215,6,   nor dares to move unpropped upon the staff
216,6,   which art hath lodged within his hand must laugh
217,6,"   by precept only, and shed tears by rule."
218,6,"   thy art be nature; the live current quaff,"
219,6,"   and let the groveller sip his stagnant pool,"
220,6,"   in fear that else, when critics grave and cool"
221,6,"   have killed him, scorn should write his epitaph."
222,6,   how does the meadow-flower its bloom unfold?
223,6,  because the lovely little flower is free
224,6,"  down to its root, and, in that freedom, bold;"
225,6,  and so the grandeur of the forest-tree
226,6,"  comes not by casting in a formal mould,"
227,6,  but from its own divine vitality.
228,7,art thou a statist in the van
229,7,of public conflicts trained and bred?
230,7, first learn to love one living man;
231,7,'then' may'st thou think upon the dead.
232,7,a lawyer art thou? draw not nigh!
233,7,"go, carry to some fitter place"
234,7,"the keenness of that practised eye,"
235,7,the hardness of that sallow face.
236,7,art thou a man of purple cheer?
237,7,"a rosy man, right plump to see?"
238,7,"approach; yet, doctor, not too near,"
239,7,this grave no cushion is for thee.
240,7,"or art thou one of gallant pride,"
241,7,a soldier and no man of chaff?
242,7,"welcome! but lay thy sword aside,"
243,7,and lean upon a peasant's staff.
244,7,"physician art thou? one, all eyes,"
245,7,"philosopher! a fingering slave,"
246,7,one that would peep and botanise
247,7,upon his mother's grave?
248,7,"wrapt closely in thy sensual fleece,"
249,7,"o turn aside, and take, i pray,"
250,7,"that he below may rest in peace,"
251,7,"thy ever-dwindling soul, away!"
252,7,a moralist perchance appears;
253,7,"led, heaven knows how! to this poor sod,"
254,7,and he has neither eyes nor ears;
255,7,"himself his world, and his own god;"
256,7,one to whose smooth-rubbed soul can cling
257,7,"nor form, nor feeling, great or small;"
258,7,"a reasoning, self-sufficing thing,"
259,7,an intellectual all-in-all!
260,7,shut close the door; press down the latch;
261,7,sleep in thy intellectual crust;
262,7,nor lose ten tickings of thy watch
263,7,near this unprofitable dust.
264,7,"but who is he, with modest looks,"
265,7,and clad in homely russet brown?
266,7,he murmurs near the running brooks
267,7,a music sweeter than their own.
268,7,"he is retired as noontide dew,"
269,7,or fountain in a noon-day grove;
270,7,"and you must love him, ere to you"
271,7,he will seem worthy of your love.
272,7,"the outward shows of sky and earth,"
273,7,"of hill and valley, he has viewed;"
274,7,and impulses of deeper birth
275,7,have come to him in solitude.
276,7,in common things that round us lie
277,7,"some random truths he can impart, "
278,7,the harvest of a quiet eye
279,7,that broods and sleeps on his own heart.
280,7,"but he is weak; both man and boy,"
281,7,hath been an idler in the land;
282,7,contented if he might enjoy
283,7,the things which others understand.
284,7, come hither in thy hour of strength;
285,7,"come, weak as is a breaking wave!"
286,7,here stretch thy body at full length;
287,7,or build thy house upon this grave.
288,8,a whirl-blast from behind the hill
289,8,rushed o'er the wood with startling sound;
290,8,"then all at once the air was still,"
291,8,and showers of hailstones pattered round.
292,8,"where leafless oaks towered high above,"
293,8,i sat within an undergrove
294,8,"of tallest hollies, tall and green;"
295,8,a fairer bower was never seen.
296,8,from year to year the spacious floor
297,8,"with withered leaves is covered o'er,"
298,8,and all the year the bower is green.
299,8,but see! where'er the hailstones drop
300,8,the withered leaves all skip and hop;
301,8,there's not a breeze no breath of air 
302,8,"yet here, and there, and everywhere"
303,8,"along the floor, beneath the shade"
304,8,"by those embowering hollies made,"
305,8,"the leaves in myriads jump and spring,"
306,8,as if with pipes and music rare
307,8,"some robin good-fellow were there,"
308,8,"and all those leaves, in festive glee,"
309,8,were dancing to the minstrelsy.
310,9,among the dwellings framed by birds
311,9,"    in field or forest with nice care,"
312,9,is none that with the little wren's
313,9,    in snugness may compare.
314,9,"no door the tenement requires,"
315,9,    and seldom needs a laboured roof;
316,9,yet is it to the fiercest sun
317,9,"    impervious, and storm-proof."
318,9,"so warm, so beautiful withal,"
319,9,"    in perfect fitness for its aim,"
320,9,that to the kind by special grace
321,9,    their instinct surely came.
322,9,and when for their abodes they seek
323,9,"    an opportune recess,"
324,9,the hermit has no finer eye
325,9,    for shadowy quietness.
326,9,"these find, 'mid ivied abbey-walls,"
327,9,    a canopy in some still nook;
328,9,others are pent-housed by a brae
329,9,    that overhangs a brook.
330,9,there to the brooding bird her mate
331,9,    warbles by fits his low clear song;
332,9,and by the busy streamlet both
333,9,    are sung to all day long.
334,9,"or in sequestered lanes they build,"
335,9,"    where, till the flitting bird's return,"
336,9,"her eggs within the nest repose,"
337,9,    like relics in an urn.
338,9,"but still, where general choice is good,"
339,9,    there is a better and a best;
340,9,"and, among fairest objects, some"
341,9,    are fairer than the rest;
342,9,"this, one of those small builders proved"
343,9,"    in a green covert, where, from out"
344,9,"the forehead of a pollard oak,"
345,9,    the leafy antlers sprout;
346,9,"for she who planned the mossy lodge,"
347,9,"    mistrusting her evasive skill,"
348,9,had to a primrose looked for aid
349,9,    her wishes to fulfill.
350,9,"high on the trunk's projecting brow,"
351,9,    and fixed an infant's span above
352,9,"the budding flowers, peeped forth the nest"
353,9,    the prettiest of the grove!
354,9,the treasure proudly did i show
355,9,    to some whose minds without disdain
356,9,can turn to little things; but once
357,9,"    looked up for it in vain,"
358,9,"'tis gone a ruthless spoiler's prey,"
359,9,"    who heeds not beauty, love, or song,"
360,9,'tis gone! so seemed it and we grieved
361,9,    indignant at the wrong.
362,9,"just three days after, passing by"
363,9,    in clearer light the moss-built cell
364,9,"i saw, espied its shaded mouth;"
365,9,    and felt that all was well.
366,9,the primrose for a veil had spread
367,9,    the largest of her upright leaves;
368,9,"and thus, for purposes benign,"
369,9,    a simple flower deceives.
370,9,concealed from friends who might disturb
371,9,"    thy quiet with no ill intent,"
372,9,secure from evil eyes and hands
373,9,"    on barbarous plunder bent,"
374,9,"rest, mother-bird! and when thy young"
375,9,"    take flight, and thou art free to roam,"
376,9,"when withered is the guardian flower,"
377,9,"    and empty thy late home,"
378,9,"think how ye prospered, thou and thine,"
379,9,    amid the unviolated grove
380,9,housed near the growing primrose-tuft
381,9,"    in foresight, or in love."
382,10,".   i thought of thee, my partner and my guide,"
383,10,   as being past away. vain sympathies!
384,10,"   for, backward, duddon! as i cast my eyes,"
385,10,"   i see what was, and is, and will abide;"
386,10,"   still glides the stream, and shall for ever glide;"
387,10,"   the form remains, the function never dies;"
388,10,"   while we, the brave, the mighty, and the wise,"
389,10,"   we men, who in our morn of youth defied"
390,10,"   the elements, must vanish; be it so!"
391,10,"  enough, if something from our hands have power"
392,10,"  to live, and act, and serve the future hour;"
393,10,"  and if, as toward the silent tomb we go,"
394,10,"  through love, through hope, and faith's transcendent dower,"
395,10,  we feel that we are greater than we know.
396,11,i have a boy of five years old;
397,11,his face is fair and fresh to see;
398,11,his limbs are cast in beauty's mold
399,11,and dearly he loves me.
400,11,"one morn we strolled on our dry walk,"
401,11,"or quiet home all full in view,"
402,11,and held such intermitted talk
403,11,as we are wont to do.
404,11,my thoughts on former pleasures ran;
405,11,"i thought of kilve's delightful shore,"
406,11,"our pleasant home when spring began,"
407,11,"a long, long year before."
408,11,a day it was when i could bear
409,11,some fond regrets to entertain;
410,11,"with so much happiness to spare,"
411,11,i could not feel a pain.
412,11,the green earth echoed to the feet
413,11,"of lambs that bounded through the glade,"
414,11,"from shade to sunshine, and as fleet"
415,11,from sunshine back to shade.
416,11,birds warbled round me and each trace
417,11,of inward sadness had its charm;
418,11,"kilve, thought i, was a favoured place,"
419,11,and so is liswyn farm.
420,11,"my boy beside me tripped, so slim"
421,11,and graceful in his rustic dress!
422,11,"and, as we talked, i questioned him,"
423,11,in very idleness.
424,11,"""now tell me, had you rather be,"""
425,11,"i said. and took him by the arm,"
426,11,"""on kilve's smooth shore, by the green sea,"
427,11,"or here at liswyn farm?"""
428,11,"in careless mood he looked at me,"
429,11,"while still i held him by the arm,"
430,11,"and said, ""at kilve i'd rather be"
431,11,"than here at liswyn farm."""
432,11,"""now, little edward, say why so,"
433,11,"my little edward, tell me why."" "
434,11,"""i cannot tell, i do not know."" "
435,11,"""why, this is strange,"" said i;"
436,11,"""for, here are woods, hills smooth and warm,"
437,11,there surely must one reason be
438,11,why you would change sweet liswyn farm
439,11,"for kilve by the green sea."""
440,11,"at this, my boy hung down his head,"
441,11,"he blushed with shame, nor made reply;"
442,11,"and three times to the child i said,"
443,11,"""why, ,edward, tell me why?"""
444,11,"his head he raised there was in sight,"
445,11,"it caught his eye, he saw it plain "
446,11,"upon the house-top, glittering bright,"
447,11,a broad and gilded vane.
448,11,"then did the boy his tongue unlock,"
449,11,"and eased his mind with this reply,"
450,11,"""at kilve there was no weather-cock;"
451,11,"and that's the reason why."""
452,11,"o dearest, dearest boy! my heart"
453,11,"for better lore would seldom yearn,"
454,11,could i but teach the hundredth part
455,11,of what from thee i learn.
456,12,"the little hedgerow birds,"
457,12,"that peck along the roads, regard him not."
458,12,"he travels on, and in his face, his step,"
459,12,"his gait, is one expression, every limb,"
460,12,"his look and bending figure, all bespeak"
461,12,"a man who does not move with pain, but moves"
462,12,with thought. he is insensibly subdued
463,12,"to settled quiet, he is one by whom"
464,12,all effort seems forgotten; one to whom
465,12,"long patience hath such mild composure given,"
466,12,that patience now doth seem a thing of which
467,12,he hath no need. he is by nature led
468,12,to peace so perfect that the young behold
469,12,"with envy, what the old man hardly feels."
470,13,"the sun is couched, the sea-fowl gone to rest,"
471,13,and the wild storm hath somewhere found a nest;
472,13,"air slumbers wave with wave no longer strives,"
473,13,"only a heaving of the deep survives,"
474,13,"a tell-tale motion! soon will it be laid,"
475,13,and by the tide alone the water swayed.
476,13,"stealthy withdrawings, interminglings mild"
477,13,of light with shade in beauty reconciled 
478,13,"such is the prospect far as sight can range,"
479,13,"the soothing recompence, the welcome change."
480,13,"where, now, the ships that drove before the blast,"
481,13,threatened by angry breakers as they passed;
482,13,and by a train of flying clouds bemocked;
483,13,"or, in the hollow surge, at anchor rocked"
484,13,"as on a bed of death? some lodge in peace,"
485,13,saved by his care who bade the tempest cease;
486,13,"and some, too heedless of past danger, court"
487,13,fresh gales to waft them to the far-off port
488,13,"but near, or hanging sea and sky between,"
489,13,"not one of all those winged powers is seen,"
490,13,"seen in her course, nor 'mid this quiet heard;"
491,13,yet oh! how gladly would the air be stirred
492,13,"by some acknowledgment of thanks and praise,"
493,13,soft in its temper as those vesper lays
494,13,sung to the virgin while accordant oars
495,13,urge the slow bark along calabrian shores;
496,13,a sea-born service through the mountains felt
497,13,"till into one loved vision all things melt,"
498,13,or like those hymns that soothe with graver sound
499,13,the gulfy coast of norway iron-bound;
500,13,"and, from the wide and open baltic, rise"
501,13,"with punctual care, lutherian harmonies."
502,13,"hush, not a voice is here! but why repine,"
503,13,now when the star of eve comes forth to shine
504,13,on british waters with that look benign?
505,13,"ye mariners, that plough your onward way,"
506,13,"or in the haven rest, or sheltering bay,"
507,13,may silent thanks at least to god be given
508,13,"with a full heart; ""our thoughts are 'heard' in heaven."""
509,14,calm is all nature as a resting wheel.
510,14,the kine are couched upon the dewy grass;
511,14,"the horse alone, seen dimly as i pass,"
512,14,"is cropping audibly his later meal,"
513,14,dark is the ground; a slumber seems to steal
514,14,"o'er vale, and mountain, and the starless sky."
515,14,"now, in this blank of things, a harmony,"
516,14,"home-felt, and home-created, comes to heal"
517,14,that grief for which the senses still supply
518,14,"fresh food; for only then, when memory"
519,14,"is hushed, am i at rest. my friends! restrain"
520,14,those busy cares that would allay my pain;
521,14,"oh! leave me to myself, nor let me feel"
522,14,the officious touch that makes me droop again.
523,15,.   who is the happy warrior? who is he
524,15,   that every man in arms should wish to be?
525,15,"    it is the generous spirit, who, when brought"
526,15,"   among the tasks of real life, hath wrought"
527,15,"   upon the plan that pleased his boyish thought,"
528,15,   whose high endeavours are an inward light
529,15,   that makes the path before him always bright;
530,15,"   who, with a natural instinct to discern"
531,15,"   what knowledge can perform, is diligent to learn;"
532,15,"  abides by this resolve, and stops not there,"
533,15,  but makes his moral being his prime care;
534,15,"  who, doomed to go in company with pain,"
535,15,"  and fear, and bloodshed, miserable train!"
536,15,  turns his necessity to glorious gain;
537,15,  in face of these doth exercise a power
538,15,"  which is our human nature's highest dower,"
539,15,"  controls them and subdues, transmutes, bereaves"
540,15,"  of their bad influence, and their good receives,"
541,15,"  by objects, which might force the soul to abate"
542,15,"  her feeling, rendered more compassionate;"
543,15,  is placable because occasions rise
544,15,  so often that demand such sacrifice;
545,15,"  more skilful in self-knowledge, even more pure,"
546,15,"  as tempted more; more able to endure,"
547,15,  as more exposed to suffering and distress;
548,15,"  thence, also, more alive to tenderness."
549,15,   'tis he whose law is reason; who depends
550,15,  upon that law as on the best of friends;
551,15,"  whence, in a state where men are tempted still"
552,15,"  to evil for a guard against worse ill,"
553,15,  and what in quality or act is best
554,15,"  doth seldom on a right foundation rest,"
555,15,"  he labours good on good to fix, and owes"
556,15,"  to virtue every triumph that he knows,"
557,15,"   who, if he rise to station of command,"
558,15,  rises by open means; and there will stand
559,15,"  on honourable terms, or else retire,"
560,15,  and in himself possess his own desire;
561,15,"  who comprehends his trust, and to the same"
562,15,  keeps faithful with a singleness of aim;
563,15,"  and therefore does not stoop, nor lie in wait"
564,15,"  for wealth, or honours, or for worldly state;"
565,15,"  whom they must follow; on whose head must fall,"
566,15,"  like showers of manna, if they come at all,"
567,15,"  whose powers shed round him in the common strife,"
568,15,"  or mild concerns of ordinary life,"
569,15,"  a constant influence, a peculiar grace;"
570,15,"  but who, if he be called upon to face"
571,15,  some awful moment to which heaven has joined
572,15,"  great issues, good or bad for human kind,"
573,15,  is happy as a lover; and attired
574,15,"  with sudden brightness, like a man inspired;"
575,15,"  and, through the heat of conflict, keeps the law"
576,15,"  in calmness made, and sees what he foresaw;"
577,15,"  or if an unexpected call succeed,"
578,15,"  come when it will, is equal to the need,"
579,15,"   he who, though thus endued as with a sense"
580,15,"  and faculty for storm and turbulence,"
581,15,  is yet a soul whose master-bias leans
582,15,  to homefelt pleasures and to gentle scenes;
583,15,"  sweet images! which, wheresoe'er he be,"
584,15,  are at his heart; and such fidelity
585,15,  it is his darling passion to approve;
586,15,"  more brave for this, that he hath much to love, "
587,15,"  'tis, finally, the man, who, lifted high,"
588,15,"  conspicuous object in a nation's eye,"
589,15,"  or left unthought-of in obscurity, "
590,15,"  who, with a toward or untoward lot,"
591,15,"  prosperous or adverse, to his wish or not "
592,15,"  plays, in the many games of life, that one"
593,15,"  where what he most doth value must be won,"
594,15,"  whom neither shape or danger can dismay,"
595,15,  nor thought of tender happiness betray;
596,15,"  who, not content that former worth stand fast,"
597,15,"  looks forward, persevering to the last,"
598,15,"  from well to better, daily self-surpast,"
599,15,"  who, whether praise of him must walk the earth"
600,15,"  for ever, and to noble deeds give birth,"
601,15,"  or he must fall, to sleep without his fame,"
602,15,  and leave a dead unprofitable name 
603,15,  finds comfort in himself and in his cause;
604,15,"  and, while the mortal mist is gathering, draws"
605,15,"  his breath in confidence of heaven's applause,"
606,15,  this is the happy warrior; this is he
607,15,  that every man in arms should wish to be.
608,16,"one who was suffering tumult in his soul,"
609,16,"yet failed to seek the sure relief of prayer,"
610,16,went forth his course surrendering to the care
611,16,"of the fierce wind, while mid-day lightnings prowl"
612,16,"insidiously, untimely thunders growl;"
613,16,"while trees, dim-seen, in frenzied numbers, tear"
614,16,"the lingering remnant of their yellow hair,"
615,16,"and shivering wolves, surprised with darkness, howl"
616,16,as if the sun were not. he raised his eye
617,16,"soul-smitten; for, that instant, did appear"
618,16,"large space 'mid dreadful clouds of purest sky,"
619,16,an azure disc shield of tranquillity;
620,16,"invisible, unlooked-for, minister"
621,16,of providential goodness ever nigh!
622,17,"earth has not anything to show more fair,"
623,17,   dull would he be of soul who could pass by
624,17,"   a sight so touching in its majesty,"
625,17,"   this city now doth, like a garment, wear"
626,17,"   the beauty of the morning; silent, bare,"
627,17,"   ships, towers, domes, theatres, and temples lie"
628,17,"   open unto the fields, and to the sky;"
629,17,   all bright and glittering in the smokeless air.
630,17,   never did sun more beautifully steep
631,17,"  in his first splendour, valley, rock, or hill;"
632,17,"  ne'er saw i, never felt, a calm so deep!"
633,17,"  the river glideth at his own sweet will,"
634,17,  dear god! the very houses seem asleep;
635,17,  and all that mighty heart is lying still!
636,18,.  see plutarch.
637,18,"    serene, and fitted to embrace,"
638,18,"   where'er he turned, a swan-like grace"
639,18,"   of haughtiness without pretence,"
640,18,"   and to unfold a still magnificence,"
641,18,"   was princely dion, in the power"
642,18,   and beauty of his happier hour.
643,18,   and what pure homage then did wait
644,18,"   on dion's virtues, while the lunar beam"
645,18,"   of plato's genius, from its lofty sphere,"
646,18,"  fell round him in the grove of academe,"
647,18,  softening their inbred dignity austere 
648,18,"    that he, not too elate"
649,18,"    with self-sufficing solitude,"
650,18,"  but with majestic lowliness endued,"
651,18,"  might in the universal bosom reign,"
652,18,  and from affectionate observance gain
653,18,"  help, under every change of adverse fate."
654,18,   five thousand warriors o the rapturous day!
655,18,"  each crowned with flowers, and armed with spear and shield,"
656,18,"  or ruder weapon which their course might yield,"
657,18,  to syracuse advance in bright array.
658,18,  who leads them on? the anxious people see
659,18,"  long-exiled dion marching at their head,"
660,18,"  he also crowned with flowers of sicily,"
661,18,"  and in a white, far-beaming, corslet clad!"
662,18,  pure transport undisturbed by doubt or fear
663,18,"  the gazers feel; and, rushing to the plain,"
664,18,  salute those strangers as a holy train
665,18,  or blest procession to the immortals dear
666,18,  that brought their precious liberty again.
667,18,"  lo! when the gates are entered, on each hand,"
668,18,"  down the long street, rich goblets filled with wine"
669,18,"    in seemly order stand,"
670,18,"  on tables set, as if for rites divine; "
671,18,"  and, as the great deliverer marches by,"
672,18,  he looks on festal ground with fruits bestrown;
673,18,  and flowers are on his person thrown
674,18,    in boundless prodigality;
675,18,"  nor doth the general voice abstain from prayer,"
676,18,"  invoking dion's tutelary care,"
677,18,  as if a very deity he were!
678,18,"   mourn, hills and groves of attica! and mourn,"
679,18,"  ilissus, bending o'er thy classic urn!"
680,18,"  mourn, and lament for him whose spirit dreads"
681,18,"  your once sweet memory, studious walks and shades!"
682,18,"  for him who to divinity aspired,"
683,18,"  not on the breath of popular applause,"
684,18,  but through dependence on the sacred laws
685,18,"  framed in the schools where wisdom dwelt retired,"
686,18,  intent to trace the ideal path of right
687,18,  more fair than heaven's broad causeway paved with stars
688,18,  which dion learned to measure with sublime delight; 
689,18,  but he hath overleaped the eternal bars;
690,18,"  and, following guides whose craft holds no consent"
691,18,"  with aught that breathes the ethereal element,"
692,18,"  hath stained the robes of civil power with blood,"
693,18,"  unjustly shed, though for the public good."
694,18,"  whence doubts that came too late, and wishes vain,"
695,18,"  hollow excuses, and triumphant pain;"
696,18,  and oft his cogitations sink as low
697,18,"  as, through the abysses of a joyless heart,"
698,18,  the heaviest plummet of despair can go 
699,18,  but whence that sudden check? that fearful start!
700,18,    he hears an uncouth sound 
701,18,    anon his lifted eyes
702,18,"  saw, at a long-drawn gallery's dusky bound,"
703,18,  a shape of more than mortal size
704,18,"  and hideous aspect, stalking round and round!"
705,18,"    a woman's garb the phantom wore,"
706,18,"    and fiercely swept the marble floor, "
707,18,"    like auster whirling to and fro,"
708,18,    his force on caspian foam to try;
709,18,  or boreas when he scours the snow
710,18,"  that skims the plains of thessaly,"
711,18,  or when aloft on mænalus he stops
712,18,"  his flight, 'mid eddying pine-tree tops!"
713,18,"   so, but from toil less sign of profit reaping,"
714,18,"  the sullen spectre to her purpose bowed,"
715,18,  sweeping vehemently sweeping 
716,18,"  no pause admitted, no design avowed!"
717,18,"  ""avaunt, inexplicable guest! avaunt,"""
