,corpus_id,sentences
138,4,that sullied a bygone age.
139,5,"like a joy on the heart of a sorrow,"
140,5,   the sunset hangs on a cloud;
141,5,"a golden storm of glittering sheaves,"
142,5,"of fair and frail and fluttering leaves,"
143,5,   the wild wind blows in a cloud.
144,5,hark to a voice that is calling
145,5,"   to my heart in the voice of the wind,"
146,5,"my heart is weary and sad and alone,"
147,5,"for its dreams like the fluttering leaves have gone,"
148,5,   and why should i stay behind?
149,6,"o little mouse, why dost thou cry"
150,6,while merry stars laugh in the sky?
151,6,alas! alas! my lord is dead!
152,6,"ah, who will ease my bitter pain?"
153,6,he went to seek a millet-grain
154,6,in the rich farmer's granary shed;
155,6,"they caught him in a baited snare,"
156,6,"and slew my lover unaware,"
157,6,alas! alas! my lord is dead.
158,6,"o little deer, why dost thou moan,"
159,6,hid in thy forest-bower alone?
160,6,alas! alas! my lord is dead!
161,6,ah! who will quiet my lament?
162,6,at fall of eventide he went
163,6,to drink beside the river-head;
164,6,"a waiting hunter threw his dart,"
165,6,and struck my lover through the heart.
166,6,alas! alas! my lord is dead.
167,6,"o little bride, why dost thou weep"
168,6,with all the happy world asleep?
169,6,alas! alas! my lord is dead!
170,6,"ah, who will stay these hungry tears,"
171,6,"or still the want of famished years,"
172,6,and crown with love my marriage-bed?
173,6,my soul burns with the quenchless fire
174,6,"that lit my lover's funeral pyre,"
175,6,alas! alas! my lord is dead.
176,7,"rise, brothers, rise; the wakening skies pray to the morning light,"
177,7,the wind lies asleep in the arms of the dawn like a child that has cried all night.
178,7,"come, let us gather our nets from the shore and set our catamarans free,"
179,7,"to capture the leaping wealth of the tide, for we are the kings of the sea!"
180,7,"no longer delay, let us hasten away in the track of the sea gull's call,"
181,7,"the sea is our mother, the cloud is our brother, the waves are our comrades all."
182,7,what though we toss at the fall of the sun where the hand of the sea-god drives?
183,7,"he who holds the storm by the hair, will hide in his breast our lives."
184,7,"sweet is the shade of the cocoanut glade, and the scent of the mango grove,"
185,7,and sweet are the sands at the full o' the moon with the sound of the voices we love;
186,7,"but sweeter, o brothers, the kiss of the spray and the dance of the wild foam's glee;"
187,7,"row, brothers, row to the edge of the verge, where the low sky mates with the sea."
188,8,"from groves of spice,"
189,8,"o'er fields of rice,"
190,8,"athwart the lotus-stream,"
191,8,"i bring for you,"
192,8,aglint with dew
193,8,a little lovely dream.
194,8,"sweet, shut your eyes,"
195,8,the wild fire-flies
196,8,dance through the fairy neem;
197,8,from the poppy-bole
198,8,for you i stole
199,8,a little lovely dream.
200,8,"dear eyes, good-night,"
201,8,in golden light
202,8,the stars around you gleam;
203,8,on you i press
204,8,with soft caress
205,8,a little lovely dream.
206,9,shalt thou be conquered of a human fate
207,9,"my liege, my lover, whose imperial head"
208,9,hath never bent in sorrow of defeat?
209,9,"shalt thou be vanquished, whose imperial feet"
210,9,have shattered armies and stamped empires dead?
211,9,"who shall unking thee, husband of a queen?"
212,9,wear thou thy majesty inviolate.
213,9,"earth's glories flee of human eyes unseen,"
214,9,"earth's kingdoms fade to a remembered dream,"
215,9,"but thine henceforth shall be a power supreme,"
216,9,"dazzling command and rich dominion,"
217,9,the winds thy heralds and thy vassals all
218,9,the silver-belted planets and the sun.
219,9,"where'er the radiance of thy coming fall,"
220,9,"shall dawn for thee her saffron footcloths spread,"
221,9,"sunset her purple canopies and red,"
222,9,"in serried splendour, and the night unfold"
223,9,her velvet darkness wrought with starry gold
224,9,"for kingly raiment, soft as cygnet-down."
225,9,my hair shall braid thy temples like a crown
226,9,"of sapphires, and my kiss upon thy brows"
227,9,"like çithar-music lull thee to repose,"
228,9,till the sun yield thee homage of his light.
229,9,"o king, thy kingdom who from thee can wrest?"
230,9,"what fate shall dare uncrown thee from this breast,"
231,9,"o god-born lover, whom my love doth gird"
232,9,and armour with impregnable delight
233,9,of hope's triumphant keen flame-carven sword?
234,10,"cover mine eyes, o my love!"
235,10,mine eyes that are weary of bliss
236,10,as of light that is poignant and strong
237,10,"o silence my lips with a kiss,"
238,10,my lips that are weary of song!
239,10,"shelter my soul, o my love!"
240,10,my soul is bent low with the pain
241,10,"and the burden of love, like the grace"
242,10,"of a flower that is smitten with rain,"
243,10,o shelter my soul from thy face!
244,11,"mens voices,"
245,11,"lord of the lotus, lord of the harvest,"
246,11,bright and munificent lord of the morn!
247,11,"thine is the bounty that prospered our sowing,"
248,11,thine is the bounty that nurtured our corn.
249,11,"we bring thee our songs and our garlands for tribute,"
250,11,the gold of our fields and the gold of our fruit;
251,11,"o giver of mellowing radiance, we hail thee,"
252,11,"we praise thee, o surya, with cymbal and flute."
253,11,"lord of the rainbow, lord of the harvest,"
254,11,great and beneficent lord of the main!
255,11,"thine is the mercy that cherished our furrows,"
256,11,thine is the mercy that fostered our grain.
257,11,"we bring thee our thanks and our garlands for tribute,"
258,11,"the wealth of our valleys, new-garnered and ripe;"
259,11,"o sender of rain and the dewfall, we hail thee,"
260,11,"we praise thee, varuna, with cymbal and pipe."
261,11,"womens voices,"
262,11,"queen of the gourd-flower, queen of the har- vest,"
263,11,"sweet and omnipotent mother, o earth!"
264,11,"thine is the plentiful bosom that feeds us,"
265,11,thine is the womb where our riches have birth.
266,11,"we bring thee our love and our garlands for tribute,"
267,11,with gifts of thy opulent giving we come;
268,11,"o source of our manifold gladness, we hail thee,"
269,11,"we praise thee, o prithvi, with cymbal and drum."
270,11,"all voices,"
271,11,"lord of the universe, lord of our being,"
272,11,"father eternal, ineffable om!"
273,11,"thou art the seed and the scythe of our harvests,"
274,11,thou art our hands and our heart and our home.
275,11,"we bring thee our lives and our labours for tribute,"
276,11,"grant us thy succour, thy counsel, thy care."
277,11,"o life of all life and all blessing, we hail thee,"
278,11,"we praise thee, o bramha, with cymbal and prayer"
279,12,"you flaunt your beauty in the rose, your glory in the dawn,"
280,12,"your sweetness in the nightingale, your white- ness in the swan."
281,12,"you haunt my waking like a dream, my slumber like a moon,"
282,12,"pervade me like a musky scent, possess me like a tune."
283,12,"yet, when i crave of you, my sweet, one tender moment's grace,"
284,12,"you cry, ""i sit behind the veil, i cannot show my face."""
285,12,shall any foolish veil divide my longing from my bliss?
286,12,shall any fragile curtain hide your beauty from my kiss?
287,12,"what war is this of thee and me? give o'er the wanton strife,"
288,12,"you are the heart within my heart, the life within my life."
289,13,"a kokila called from a henna-spray,"
290,13,lira! liree! lira! liree!
291,13,"hasten, maidens, hasten away"
292,13,to gather the leaves of the henna-tree.
293,13,"send your pitchers afloat on the tide,"
294,13,"gather the leaves ere the dawn be old,"
295,13,"grind them in mortars of amber and gold,"
296,13,the fresh green leaves of the henna-tree.
297,13,"a kokila called from a henna-spray,"
298,13,lira! liree! lira! liree!
299,13,"hasten maidens, hasten away"
300,13,to gather the leaves of the henna-tree.
301,13,"the tilka's red for the brow of a bride,"
302,13,and betel-nut's red for lips that are sweet;
303,13,"but, for lily-like fingers and feet,"
304,13,"the red, the red of the henna-tree."
305,14,"men say the world is full of fear and hate,"
306,14,and all life's ripening harvest-fields await
307,14,the restless sickle of relentless fate.
308,14,"but i, sweet soul, rejoice that i was born,"
309,14,when from the climbing terraces of corn
310,14,i watch the golden orioles of thy morn.
311,14,"what care i for the world's desire and pride,"
312,14,"who know the silver wings that gleam and glide,"
313,14,the homing pigeons of thine eventide?
314,14,"what care i for the world's loud weariness,"
315,14,who dream in twilight granaries thou dost bless
316,14,with delicate sheaves of mellow silences?
317,14,"say, shall i heed dull presages of doom,"
318,14,"or dread the rumoured loneliness and gloom,"
319,14,the mute and mythic terror of the tomb?
320,14,"for my glad heart is drunk and drenched with thee,"
321,14,o inmost wind of living ecstasy!
322,14,o intimate essence of eternity!
323,15,"here, o my heart, let us burn the dear dreams that are dead,"
324,15,here in this wood let us fashion a funeral pyre
325,15,"of fallen white petals and leaves that are mellow and red,"
326,15,here let us burn them in noon's flaming torches of fire.
327,15,"we are weary, my heart, we are weary, so long we have borne"
328,15,"the heavy loved burden of dreams that are dead, let us rest,"
329,15,"let us scatter their ashes away, for a while let us mourn;"
330,15,"we will rest, o my heart, till the shadows are gray in the west."
331,15,"but soon we must rise, o my heart, we must wander again"
332,15,into the war of the world and the strife of the throng;
333,15,"let us rise, o my heart, let us gather the dreams that remain,"
334,15,we will conquer the sorrow of life with the sorrow of song.
335,16,"eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire"
336,16,drink deep of the hush of the hyacinth heavens that glimmer around them in fountains of light;
337,16,"o wild and entrancing the strain of keen music that cleaveth the stars like a wail of desire,"
338,16,and beautiful dancers with houri-like faces bewitch the voluptuous watches of night.
339,16,"the scents of red roses and sandalwood flutter and die in the maze of their gem-tangled hair,"
340,16,and smiles are entwining like magical serpents the poppies of lips that are opiate-sweet;
341,16,"their glittering garments of purple are burning like tremulous dawns in the quivering air,"
342,16,"and exquisite, subtle and slow are the tinkle and tread of their rhythmical, slumber-soft feet."
343,16,"now silent, now singing and swaying and swinging, like blossoms that bend to the breezes or showers,"
344,16,"now wantonly winding, they flash, now they falter, and, lingering, languish in radiant choir;"
345,16,"their jewel-girt arms and warm, wavering, lily-long fingers enchant through melodious hours,"
346,16,"eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire!"
347,17,"eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire"
348,17,drink deep of the hush of the hyacinth heavens that glimmer around them in fountains of light;
349,17,"o wild and entrancing the strain of keen music that cleaveth the stars like a wail of desire,"
350,17,and beautiful dancers with houri-like faces bewitch the voluptuous watches of night.
351,17,"the scents of red roses and sandalwood flutter and die in the maze of their gem-tangled hair,"
352,17,and smiles are entwining like magical serpents the poppies of lips that are opiate-sweet;
353,17,"their glittering garments of purple are burning like tremulous dawns in the quivering air,"
354,17,"and exquisite, subtle and slow are the tinkle and tread of their rhythmical, slumber-soft feet."
355,17,"now silent, now singing and swaying and swinging, like blossoms that bend to the breezes or showers,"
356,17,"now wantonly winding, they flash, now they falter, and, lingering, languish in radiant choir;"
357,17,"their jewel-girt arms and warm, wavering, lily-long fingers enchant through melodious hours,"
358,17,"eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire!"
359,18,she
360,18,"like a serpent to the calling voice of flutes,"
361,18,"glides my heart into thy fingers, o my love!"
362,18,"where the night-wind, like a lover, leans above"
363,18,his jasmine-gardens and sirisha-bowers;
364,18,and on ripe boughs of many-coloured fruits
365,18,bright parrots cluster like vermilion flowers.
366,18,he
367,18,"like the perfume in the petals of a rose,"
368,18,"hides thy heart within my bosom, o my love!"
369,18,"like a garland, like a jewel, like a dove"
370,18,that hangs its nest in the asoka-tree.
371,18,"lie still, o love, until the morning sows"
372,18,her tents of gold on fields of ivory.
373,19,"weavers, weaving at break of day,"
374,19,why do you weave a garment so gay? . . .
375,19,"blue as the wing of a halcyon wild,"
376,19,we weave the robes of a new-born child.
377,19,"weavers, weaving at fall of night,"
378,19,why do you weave a garment so bright? . . .
379,19,"like the plumes of a peacock, purple and green,"
380,19,we weave the marriage-veils of a queen.
381,19,"weavers, weaving solemn and still,"
382,19,what do you weave in the moonlight chill? . . .
383,19,"white as a feather and white as a cloud,"
384,19,we weave a dead man's funeral shroud.
385,20,"the serpents are asleep among the poppies,"
386,20,the fireflies light the soundless panther's way
387,20,"to tangled paths where shy gazelles are straying,"
388,20,and parrot-plumes outshine the dying day.
389,20,o soft! the lotus-buds upon the stream
390,20,are stirring like sweet maidens when they dream.
391,20,"a caste-mark on the azure brows of heaven,"
392,20,"the golden moon burns sacred, solemn, bright"
393,20,"the winds are dancing in the forest-temple,"
394,20,and swooning at the holy feet of night.
395,20,hush! in the silence mystic voices sing
396,20,and make the gods their incense-offering.
397,21,"children, ye have not lived, to you it seems"
398,21,"life is a lovely stalactite of dreams,"
399,21,or carnival of careless joys that leap
400,21,about your hearts like billows on the deep
401,21,in flames of amber and of amethyst.
402,21,"children, ye have not lived, ye but exist"
403,21,till some resistless hour shall rise and move
404,21,"your hearts to wake and hunger after love,"
405,21,and thirst with passionate longing for the things
406,21,that burn your brows with blood-red sufferings.
407,21,"till ye have battled with great grief and fears,"
408,21,"and borne the conflict of dream-shattering years,"
409,21,"wounded with fierce desire and worn with strife,"
410,21,"children, ye have not lived, for this is life."
411,22,"have you found me, at last, o my dream? seven eons ago"
412,22,you died and i buried you deep under forests of snow.
413,22,why have you come hither? who bade you awake from your sleep
414,22,and track me beyond the cerulean foam of the deep?
415,22,would you tear from my lintels these sacred green garlands of leaves?
416,22,"would you scare the white, nested, wild pigeons of joy from my eaves?"
417,22,would you touch and defile with dead fingers the robes of my priest?
418,22,would you weave your dim moan with the chantings of love at my feast?
419,22,"go back to your grave, o my dream, under forests of snow,"
420,22,"where a heart-riven child hid you once, seven eons ago."
421,22,who bade you arise from your darkness? i bid you depart!
422,22,profane not the shrines i have raised in the clefts of my heart.
423,23,"see how the speckled sky burns like a pigeon's throat,"
424,23,jewelled with embers of opal and peridote.
425,23,"see the white river that flashes and scintillates,"
426,23,curved like a tusk from the mouth of the city-gates.
427,23,"hark, from the minaret, how the muezzin's call"
428,23,floats like a battle-flag over the city wall.
429,23,"from trellised balconies, languid and luminous"
430,23,"faces gleam, veiled in a splendour voluminous."
431,23,"leisurely elephants wind through the winding lanes,"
432,23,swinging their silver bells hung from their silver chains.
433,23,round the high char minar sounds of gay cavalcades
434,23,blend with the music of cymbals and serenades.
435,23,"over the city bridge night comes majestical,"
436,23,borne like a queen to a sumptuous festival.
