,corpus_id,sentences
77,0,"    'but, woe is me! too early i attended"
78,0,    a youthful suit it was to gain my grace 
79,0,"    of one by nature's outwards so commended,"
80,0,"    that maidens' eyes stuck over all his face,"
81,0,"    love lack'd a dwelling, and made him her place;"
82,0,"    and when in his fair parts she did abide,"
83,0,    she was new lodged and newly deified.
84,0,    'his browny locks did hang in crooked curls;
85,0,    and every light occasion of the wind
86,0,    upon his lips their silken parcels hurls.
87,0,"    what's sweet to do, to do will aptly find,"
88,0,"    each eye that saw him did enchant the mind,"
89,0,    for on his visage was in little drawn
90,0,    what largeness thinks in paradise was sawn.
91,0,    'small show of man was yet upon his chin;
92,0,    his phoenix down began but to appear
93,0,    like unshorn velvet on that termless skin
94,0,"    whose bare out-bragg'd the web it seem'd to wear,"
95,0,    yet show'd his visage by that cost more dear;
96,0,    and nice affections wavering stood in doubt
97,0,"    if best were as it was, or best without."
98,0,"    'his qualities were beauteous as his form,"
99,0,"    for maiden-tongued he was, and thereof free;"
100,0,"    yet, if men moved him, was he such a storm"
101,0,"    as oft 'twixt may and april is to see,"
102,0,"    when winds breathe sweet, untidy though they be."
103,0,    his rudeness so with his authorized youth
104,0,    did livery falseness in a pride of truth.
105,0,"    'well could he ride, and often men would say"
106,0,"    'that horse his mettle from his rider takes,"
107,0,"    proud of subjection, noble by the sway,"
108,0,"    what rounds, what bounds, what course, what stop"
109,0,    he makes!'
110,0,"    and controversy hence a question takes,"
111,0,"    whether the horse by him became his deed,"
112,0,    or he his manage by the well-doing steed.
113,0,"    'but quickly on this side the verdict went,"
114,0,    his real habitude gave life and grace
115,0,"    to appertainings and to ornament,"
116,0,"    accomplish'd in himself, not in his case,"
117,0,"    all aids, themselves made fairer by their place,"
118,0,    came for additions; yet their purposed trim
119,0,"    pieced not his grace, but were all graced by him."
120,0,    'so on the tip of his subduing tongue
121,0,"    all kinds of arguments and question deep,"
122,0,"    all replication prompt, and reason strong,"
123,0,"    for his advantage still did wake and sleep,"
124,0,"    to make the weeper laugh, the laugher weep,"
125,0,"    he had the dialect and different skill,"
126,0,"    catching all passions in his craft of will,"
127,0,    'that he did in the general bosom reign
128,0,"    of young, of old; and sexes both enchanted,"
129,0,"    to dwell with him in thoughts, or to remain"
130,0,"    in personal duty, following where he haunted,"
131,0,"    consents bewitch'd, ere he desire, have granted;"
132,0,"    and dialogued for him what he would say,"
133,0,"    ask'd their own wills, and made their wills obey."
134,0,"    'many there were that did his picture get,"
135,0,"    to serve their eyes, and in it put their mind;"
136,0,    like fools that in th' imagination set
137,0,    the goodly objects which abroad they find
138,0,"    of lands and mansions, theirs in thought assign'd;"
139,0,    and labouring in moe pleasures to bestow them
140,0,"    than the true gouty landlord which doth owe them,"
141,0,"    'so many have, that never touch'd his hand,"
142,0,    sweetly supposed them mistress of his heart.
143,0,"    my woeful self, that did in freedom stand,"
144,0,"    and was my own fee-simple, not in part,"
145,0,"    what with his art in youth, and youth in art,"
146,0,"    threw my affections in his charmed power,"
147,0,    reserved the stalk and gave him all my flower.
148,0,"    'yet did i not, as some my equals did,"
149,0,"    demand of him, nor being desired yielded;"
150,0,"    finding myself in honour so forbid,"
151,0,"    with safest distance i mine honour shielded,"
152,0,    experience for me many bulwarks builded
153,0,"    of proofs new-bleeding, which remain'd the foil"
154,0,"    of this false jewel, and his amorous spoil."
155,0,"    'but, ah, who ever shunn'd by precedent"
156,0,    the destined ill she must herself assay?
157,0,"    or forced examples, 'gainst her own content,"
158,0,    to put the by-past perils in her way?
159,0,    counsel may stop awhile what will not stay;
160,0,"    for when we rage, advice is often seen"
161,0,    by blunting us to make our wits more keen.
162,0,"    'nor gives it satisfaction to our blood,"
163,0,    that we must curb it upon others' proof;
164,0,"    to be forbod the sweets that seem so good,"
165,0,    for fear of harms that preach in our behoof.
166,0,"    o appetite, from judgment stand aloof!"
167,0,"    the one a palate hath that needs will taste,"
168,0,"    though reason weep, and cry, 'it is thy last.'"
169,0,"    'for further i could say 'this man's untrue,'"
170,0,    and knew the patterns of his foul beguiling;
171,0,"    heard where his plants in others' orchards grew,"
172,0,    saw how deceits were gilded in his smiling;
173,0,    knew vows were ever brokers to defiling;
174,0,"    thought characters and words merely but art,"
175,0,    and bastards of his foul adulterate heart.
176,0,"    'and long upon these terms i held my city,"
177,0,"    till thus he gan besiege me, 'gentle maid,"
178,0,"    have of my suffering youth some feeling pity,"
179,0,"    and be not of my holy vows afraid,"
180,0,    that's to ye sworn to none was ever said;
181,0,"    for feasts of love i have been call'd unto,"
182,0,"    till now did ne'er invite, nor never woo."
183,0,    ''all my offences that abroad you see
184,0,"    are errors of the blood, none of the mind;"
185,0,"    love made them not, with acture they may be,"
186,0,"    where neither party is nor true nor kind,"
187,0,    they sought their shame that so their shame did find;
188,0,"    and so much less of shame in me remains,"
189,0,    by how much of me their reproach contains.
190,0,"    ''among the many that mine eyes have seen,"
191,0,"    not one whose flame my heart so much as warm'd,"
192,0,"    or my affection put to the smallest teen,"
193,0,"    or any of my leisures ever charm'd,"
194,0,"    harm have i done to them, but ne'er was harm'd;"
195,0,"    kept hearts in liveries, but mine own was free,"
196,0,"    and reign'd, commanding in his monarchy."
197,0,"    ''look here, what tributes wounded fancies sent me,"
198,0,    of paled pearls and rubies red as blood;
199,0,    figuring that they their passions likewise lent me
200,0,"    of grief and blushes, aptly understood"
201,0,    in bloodless white and the encrimson'd mood;
202,0,"    effects of terror and dear modesty,"
203,0,"    encamp'd in hearts, but fighting outwardly."
204,0,"    ''and, lo, behold these talents of their hair,"
205,0,"    with twisted metal amorously impleach'd,"
206,0,"    i have received from many a several fair,"
207,0,"    their kind acceptance weepingly beseech'd,"
208,0,"    with the annexions of fair gems enrich'd,"
209,0,    and deep-brain'd sonnets that did amplify
210,0,"    each stone's dear nature, worth, and quality."
211,0,"    ''the diamond, why, 'twas beautiful and hard,"
212,0,    whereto his invised properties did tend;
213,0,"    the deep-green emerald, in whose fresh regard"
214,0,    weak sights their sickly radiance do amend;
215,0,    the heaven-hued sapphire and the opal blend
216,0,"    with objects manifold, each several stone,"
217,0,"    with wit well blazon'd, smiled or made some moan."
218,0,"    ''lo, all these trophies of affections hot,"
219,0,"    of pensived and subdued desires the tender,"
220,0,"    nature hath charged me that i hoard them not,"
221,0,"    but yield them up where i myself must render,"
222,0,"    that is, to you, my origin and ender;"
223,0,"    for these, of force, must your oblations be,"
224,0,"    since i their altar, you enpatron me."
225,0,"    ''o, then, advance of yours that phraseless hand,"
226,0,    whose white weighs down the airy scale of praise;
227,0,"    take all these similes to your own command,"
228,0,    hallow'd with sighs that burning lungs did raise;
229,0,"    what me your minister, for you obeys,"
230,0,    works under you; and to your audit comes
231,0,    their distract parcels in combined sums.
232,0,"    ''lo, this device was sent me from a nun,"
233,0,"    or sister sanctified, of holiest note;"
234,0,"    which late her noble suit in court did shun,"
235,0,    whose rarest havings made the blossoms dote;
236,0,"    for she was sought by spirits of richest coat,"
237,0,"    but kept cold distance, and did thence remove,"
238,0,    to spend her living in eternal love.
239,0,"    ''but, o my sweet, what labour is't to leave"
240,0,"    the thing we have not, mastering what not strives,"
241,0,"    playing the place which did no form receive,"
242,0,    playing patient sports in unconstrained gyves?
243,0,"    she that her fame so to herself contrives,"
244,0,"    the scars of battle 'scapeth by the flight,"
245,0,"    and makes her absence valiant, not her might."
246,0,"    ''o, pardon me, in that my boast is true,"
247,0,    the accident which brought me to her eye
248,0,"    upon the moment did her force subdue,"
249,0,"    and now she would the caged cloister fly,"
250,0,"    religious love put out religion's eye,"
251,0,"    not to be tempted, would she be immured,"
252,0,"    and now, to tempt, all liberty procured."
253,0,"    ''how mighty then you are, o, hear me tell!"
254,0,    the broken bosoms that to me belong
255,0,"    have emptied all their fountains in my well,"
256,0,"    and mine i pour your ocean all among,"
257,0,"    i strong o'er them, and you o'er me being strong,"
258,0,"    must for your victory us all congest,"
259,0,    as compound love to physic your cold breast.
260,0,"    ''my parts had power to charm a sacred nun,"
261,0,"    who, disciplined, ay, dieted in grace,"
262,0,"    believed her eyes when they to assail begun,"
263,0,"    all vows and consecrations giving place,"
264,0,"    o most potential love! vow, bond, nor space,"
265,0,"    in thee hath neither sting, knot, nor confine,"
266,0,"    for thou art all, and all things else are thine."
267,0,"    ''when thou impressest, what are precepts worth"
268,0,"    of stale example? when thou wilt inflame,"
269,0,    how coldly those impediments stand forth
270,0,"    of wealth, of filial fear, law, kindred, fame!"
271,0,"    love's arms are peace, 'gainst rule, 'gainst sense,"
272,0,"    'gainst shame,"
273,0,"    and sweetens, in the suffering pangs it bears,"
274,0,"    the aloes of all forces, shocks, and fears."
275,0,"    ''now all these hearts that do on mine depend,"
276,0,"    feeling it break, with bleeding groans they pine;"
277,0,"    and supplicant their sighs to you extend,"
278,0,"    to leave the battery that you make 'gainst mine,"
279,0,"    lending soft audience to my sweet design,"
280,0,    and credent soul to that strong-bonded oath
281,0,    that shall prefer and undertake my troth.'
282,0,"    'this said, his watery eyes he did dismount,"
283,0,    whose sights till then were levell'd on my face;
284,0,    each cheek a river running from a fount
285,0,"    with brinish current downward flow'd apace,"
286,0,"    o, how the channel to the stream gave grace!"
287,0,    who glazed with crystal gate the glowing roses
288,0,    that flame through water which their hue encloses.
289,0,"    'o father, what a hell of witchcraft lies"
290,0,    in the small orb of one particular tear!
291,0,    but with the inundation of the eyes
292,0,    what rocky heart to water will not wear?
293,0,    what breast so cold that is not warmed here?
294,0,"    o cleft effect! cold modesty, hot wrath,"
295,0,    both fire from hence and chill extincture hath.
296,0,"    'for, lo, his passion, but an art of craft,"
297,0,    even there resolved my reason into tears;
298,0,"    there my white stole of chastity i daff'd,"
299,0,    shook off my sober guards and civil fears;
300,0,"    appear to him, as he to me appears,"
301,0,"    all melting; though our drops this difference bore,"
302,0,"    his poison'd me, and mine did him restore."
303,0,"    'in him a plenitude of subtle matter,"
304,0,"    applied to cautels, all strange forms receives,"
305,0,"    of burning blushes, or of weeping water,"
306,0,"    or swooning paleness; and he takes and leaves,"
307,0,"    in either's aptness, as it best deceives,"
308,0,"    to blush at speeches rank to weep at woes,"
309,0,    or to turn white and swoon at tragic shows.
310,0,    'that not a heart which in his level came
311,0,"    could 'scape the hail of his all-hurting aim,"
312,0,    showing fair nature is both kind and tame;
313,0,"    and, veil'd in them, did win whom he would maim,"
314,0,    against the thing he sought he would exclaim;
315,0,"    when he most burn'd in heart-wish'd luxury,"
316,0,"    he preach'd pure maid, and praised cold chastity."
317,0,    'thus merely with the garment of a grace
318,0,    the naked and concealed fiend he cover'd;
319,0,"    that th' unexperient gave the tempter place,"
320,0,    which like a cherubin above them hover'd.
321,0,"    who, young and simple, would not be so lover'd?"
322,0,    ay me! i fell; and yet do question make
323,0,    what i should do again for such a sake.
324,0,"    'o, that infected moisture of his eye,"
325,0,"    o, that false fire which in his cheek so glow'd,"
326,0,"    o, that forced thunder from his heart did fly,"
327,0,"    o, that sad breath his spongy lungs bestow'd,"
328,0,"    o, all that borrow'd motion seeming owed,"
329,0,"    would yet again betray the fore-betray'd,"
330,0,    and new pervert a reconciled maid!'
331,1,"all the world's a stage,"
332,1,and all the men and women merely players;
333,1,"they have their exits and their entrances,"
334,1,"and one man in his time plays many parts,"
335,1,"his acts being seven ages. at first, the infant,"
336,1,mewling and puking in the nurse's arms.
337,1,"then the whining schoolboy, with his satchel"
338,1,"and shining morning face, creeping like snail"
339,1,"unwillingly to school. and then the lover,"
340,1,"sighing like furnace, with a woeful ballad"
341,1,"made to his mistress' eyebrow. then a soldier,"
342,1,"full of strange oaths and bearded like the pard,"
343,1,"jealous in honor, sudden and quick in quarrel,"
344,1,seeking the bubble reputation
345,1,"even in the cannon's mouth. and then the justice,"
346,1,"in fair round belly with good capon lined,"
347,1,"with eyes severe and beard of formal cut,"
348,1,full of wise saws and modern instances;
349,1,and so he plays his part. the sixth age shifts
350,1,"into the lean and slippered pantaloon,"
351,1,with spectacles on nose and pouch on side;
352,1,"his youthful hose, well saved, a world too wide"
353,1,"for his shrunk shank, and his big manly voice,"
354,1,"turning again toward childish treble, pipes"
355,1,"and whistles in his sound. last scene of all,"
356,1,"that ends this strange eventful history,"
357,1,"is second childishness and mere oblivion,"
358,1,"sans teeth, sans eyes, sans taste, sans everything."
359,2,"hark! hark! the lark at heaven's gate sings,"
360,2,"   and phoebus 'gins arise,"
361,2,his steeds to water at those springs
362,2,   on chaliced flowers that lies;
363,2,and winking mary-buds begin
364,2,"   to ope their golden eyes,"
365,2,"with everything that pretty bin,"
366,2,"   my lady sweet, arise!"
367,2,"   arise, arise!"
368,3,"blow, blow, thou winter wind"
369,3,thou art not so unkind
370,3,as man's ingratitude;
371,3,"thy tooth is not so keen,"
372,3,"because thou art not seen,"
373,3,although thy breath be rude.
374,3,"heigh-ho! sing, heigh-ho! unto the green holly,"
375,3,"most freindship if feigning, most loving mere folly,"
376,3,"then heigh-ho, the holly!"
377,3,this life is most jolly.
378,3,"freeze, freeze thou bitter sky,"
379,3,that does not bite so nigh
380,3,"as benefits forgot,"
381,3,"though thou the waters warp,"
382,3,thy sting is not so sharp
383,3,as a friend remembered not.
384,3,"heigh-ho! sing, heigh-ho! unto the green holly,"
385,3,"most freindship if feigning, most loving mere folly,"
386,3,"then heigh-ho, the holly!"
387,3,this life is most jolly.
388,4,"roses, their sharp spines being gone,"
389,4,"not royal in their smells alone,"
390,4,   but in their hue;
391,4,"maiden pinks, of odour faint,"
392,4,"daisies smell-less, yet most quaint,"
393,4,   and sweet thyme true;
394,4,"primrose, firstborn child of ver;"
395,4,"merry springtime's harbinger,"
396,4,   with her bells dim;
397,4,"oxlips in their cradles growing,"
398,4,"marigolds on death-beds blowing,"
399,4,   larks'-heels trim;
400,4,all dear nature's children sweet
401,4,"lie 'fore bride and bridegroom's feet,"
402,4,   blessing their sense!
403,4,"not an angel of the air,"
404,4,"bird melodious or bird fair,"
405,4,   be absent hence!
406,4,"the crow, the slanderous cuckoo, nor"
407,4,"the boding raven, nor chough hoar,"
408,4,"   nor chattering pye,"
409,4,"may on our bride-house perch or sing,"
410,4,"or with them any discord bring,"
411,4,   but from it fly!
412,5,"o mistress mine, where are you roaming?"
413,5,o stay and hear! your true-love's coming
414,5,that can sing both high and low;
415,5,"trip no further, pretty sweeting,"
416,5,journey's end in lovers' meeting 
417,5,every wise man's son doth know.
418,5,what is love? 'tis not hereafter;
419,5,present mirth hath present laughter;
420,5,"what's to come is still unsure,"
421,5,"in delay there lies no plenty, "
422,5,"then come kiss me, sweet and twenty,"
423,5,youth's a stuff will not endure.
424,6,"come away, come away, death,"
425,6,   and in sad cypres let me be laid;
426,6,"fly away, fly away, breath;"
427,6,   i am slain by a fair cruel maid.
428,6,"my shroud of white, stuck all with yew,"
429,6,   o prepare it!
430,6,"my part of death, no one so true"
431,6,   did share it.
432,6,"not a flower, not a flower sweet,"
433,6,   on my black coffin let there be strown;
434,6,"not a friend, not a friend greet"
435,6,"   my poor corse, where my bones shall be thrown,"
436,6,"a thousand thousand sighs to save,"
437,6,"   lay me, o, where"
438,6,sad true lover never find my grave
439,6,   to weep there!
440,7,urns and odours bring away!
441,7,"   vapours, sighs, darken the day!"
442,7,our dole more deadly looks than dying;
443,7,"   balms and gums and heavy cheers,"
444,7,"   sacred vials fill'd with tears,"
445,7,and clamours through the wild air flying!
446,7,"   come, all sad and solemn shows,"
447,7,   that are quick-eyed pleasure's foes!
448,7,   we convent naught else but woes.
449,8,"over hill, over dale,"
450,8,"   thorough bush, thorough brier,"
451,8,"   over park, over pale,"
452,8,"   thorough flood, thorough fire,"
453,8,"   i do wander everywhere,"
454,8,   swifter than the moone's sphere;
455,8,"   and i serve the fairy queen,"
456,8,"   to dew her orbs upon the green,"
457,8,   the cowslips tall her pensioners be;
458,8,   in their gold coats spots you see;
459,8,"   those be rubies, fairy favours,"
460,8,"   in those freckles live their savours,"
461,8,"   i must go seek some dew-drops here,"
462,8,and hang a pearl in every cowslip's ear.
463,9,"you spotted snakes with double tongue,"
464,9,"   thorny hedgehogs, be not seen;"
465,9,"newts and blind-worms, do no wrong;"
466,9,   come not near our fairy queen.
467,9,"   philomel, with melody,"
468,9,   sing in our sweet lullaby;
469,9,"   lulla, lulla, lullaby; lulla, lulla, lullaby!"
470,9,"   never harm,"
471,9,"   nor spell nor charm,"
472,9,   come our lovely lady nigh;
473,9,"   so, good night, with lullaby."
474,9,"weaving spiders, come not here;"
475,9,"   hence, you long-legg'd spinners, hence!"
476,9,"beetles black, approach not near;"
477,9,"   worm nor snail, do no offence."
478,9,"   philomel, with melody,"
479,9,   sing in our sweet lullaby;
480,9,"   lulla, lulla, lullaby; lulla, lulla, lullaby!"
481,9,"   never harm,"
482,9,"   nor spell nor charm,"
483,9,   come our lovely lady nigh;
484,9,"   so, good night, with lullaby."
485,10,"come unto these yellow sands,"
486,10,"   and then take hands,"
487,10,"court'sied when you have, and kiss'd, "
488,10,"   the wild waves whist, "
489,10,foot it featly here and there;
490,10,"and, sweet sprites, the burthen bear."
491,10,"   hark, hark!"
492,10,"   bow, wow,"
493,10,"   the watch-dogs bark,"
494,10,"   bow, wow."
495,10,"   hark, hark! i hear"
496,10,   the strain of strutting chanticleer
497,10,"   cry, cock-a-diddle-dow!"
498,11,"where the bee sucks, there suck i,"
499,11,in a cowslip's bell i lie;
500,11,there i couch when owls do cry.
501,11,on the bat's back i do fly
502,11,"after summer merrily,"
503,11,"   merrily, merrily, shall i live now,"
504,11,   under the blossom that hangs on the bough.
505,12,full fathom five thy father lies;
506,12,of his bones are coral made;
507,12,"those are pearls that were his eyes,"
508,12,"   nothing of him that doth fade,"
509,12,but doth suffer a sea-change
510,12,into something rich and strange.
511,12,"sea-nymphs hourly ring his knell,"
512,12,   ding-dong.
513,12,   hark! now i hear them 
514,12,"   ding-dong, bell!"
515,13,"fear no more the heat o' the sun,"
516,13,   nor the furious winter's rages;
517,13,"thou thy worldly task hast done,"
518,13,"   home art gone, and ta'en thy wages,"
519,13,"golden lads and girls all must,"
520,13,"as chimney-sweepers, come to dust."
521,13,"fear no more the frown o' the great,"
522,13,   thou art past the tyrant's stroke;
523,13,care no more to clothe and eat;
524,13,"   to thee the reed is as the oak,"
525,13,"the sceptre, learning, physic, must"
526,13,"all follow this, and come to dust."
527,13,"fear no more the lightning-flash,"
528,13,   nor the all-dreaded thunder-stone;
529,13,"fear not slander, censure rash;"
530,13,"   thou hast finish'd joy and moan,"
531,13,"all lovers young, all lovers must"
532,13,"consign to thee, and come to dust."
533,13,no exorciser harm thee!
534,13,nor no witchcraft charm thee!
535,13,ghost unlaid forbear thee!
536,13,nothing ill come near thee!
537,13,quiet consummation have;
538,13,and renowned be thy grave!
539,14,"but, lo! from forth a copse that neighbours by,"
540,14,"a breeding jennet, lusty, young, and proud,"
541,14,"adonis' trampling courser doth espy,"
542,14,"and forth she rushes, snorts and neighs aloud;"
543,14,"the strong-neck'd steed, being tied unto a tree,"
544,14,"breaketh his rein, and to her straight goes he."
545,14,"imperiously he leaps, he neighs, he bounds,"
546,14,and now his woven girths he breaks asunder;
547,14,"the bearing earth with his hard hoof he wounds,"
548,14,whose hollow womb resounds like heaven's thunder;
549,14,the iron bit he crushes 'tween his teeth
550,14,controlling what he was controlled with.
551,14,his ears up-prick'd; his braided hanging mane
552,14,upon his compass'd crest now stand on end;
553,14,"his nostrils drink the air, and forth again,"
554,14,"as from a furnace, vapours doth he send,"
555,14,"his eye, which scornfully glisters like fire,"
556,14,shows his hot courage and his high desire.
557,14,"sometime her trots, as if he told the steps,"
558,14,with gentle majesty and modest pride;
559,14,"anon he rears upright, curvets and leaps,"
560,14,"as who should say, 'lo! thus my strength is tried;"
561,14,and this i do to captivate the eye
562,14,of the fair breeder that is standing by.'
563,14,"what recketh he his rider's angry stir,"
564,14,"his flattering 'holla,' or his 'stand, i say?'"
565,14,what cares he now for curb of pricking spur?
566,14,for rich caparisons or trapping gay?
567,14,"he sees his love, and nothing else he sees,"
568,14,nor nothing else with his proud sight agrees.
569,14,"look, when a painter would surpass the life,"
570,14,"in limning out a well-proportion'd steed,"
571,14,"his art with nature's workmanship at strife,"
572,14,as if the dead the living should exceed;
573,14,"so did this horse excel a common one,"
574,14,"in shape, in courage, colour, pace and bone"
575,14,"round-hoof'd, short-jointed, fetlocks shag and long,"
576,14,"broad breast, full eye, small head, and nostril wide,"
577,14,"high crest, short ears, straight legs and passing strong,"
578,14,"thin mane, thick tail, broad buttock, tender hide,"
579,14,"look, what a horse should have he did not lack,"
580,14,save a proud rider on so proud a back.
581,14,"sometimes he scuds far off, and there he stares;"
582,14,anon he starts at stirring of a feather;
583,14,"to bid the wind a race he now prepares,"
584,14,and whe'r he run or fly they know not whether;
585,14,"for through his mane and tail the high wind sings,"
586,14,"fanning the hairs, who wave like feather'd wings."
587,14,"he looks upon his love, and neighs unto her;"
588,14,she answers him as if she knew his mind;
589,14,"being proud, as females are, to see him woo her,"
590,14,"she puts on outward strangeness, seems unkind,"
591,14,"spurns at his love and scorns the heat he feels,"
592,14,beating his kind embracements with her heels.
593,14,"then, like a melancholy malcontent,"
594,14,"he vails his tail that, like a falling plume"
595,14,"cool shadow to his melting buttock lent,"
596,14,"he stamps, and bites the poor flies in his fume."
597,14,"his love, perceiving how he is enrag'd,"
598,14,"grew kinder, and his fury was assuag'd."
599,14,his testy master goeth about to take him;
600,14,"when lo! the unback'd breeder, full of fear,"
601,14,"jealous of catching, swiftly doth forsake him,"
602,14,"with her the horse, and left adonis there."
603,14,"as they were mad, unto the wood they hie them,"
604,14,out-stripping crows that strive to over-fly them.
605,14,"i prophesy they death, my living sorrow,"
606,14,if thou encounter with the boar to-morrow.
607,14,"""but if thou needs wilt hunt, be rul'd by me;"
608,14,"uncouple at the timorous flying hare,"
609,14,"or at the fox which lives by subtlety,"
610,14,"or at the roe which no encounter dare,"
611,14,"pursue these fearful creatures o'er the downs,"
612,14,and on they well-breath'd horse keep with they hounds.
613,14,"""and when thou hast on food the purblind hare,"
614,14,"mark the poor wretch, to overshoot his troubles"
615,14,"how he outruns with winds, and with what care"
616,14,"he cranks and crosses with a thousand doubles,"
617,14,the many musits through the which he goes
618,14,are like a labyrinth to amaze his foes.
619,14,"""sometime he runs among a flock of sheep,"
620,14,"to make the cunning hounds mistake their smell,"
621,14,"and sometime where earth-delving conies keep,"
622,14,"to stop the loud pursuers in their yell,"
623,14,and sometime sorteth with a herd of deer;
624,14,"danger deviseth shifts; wit waits on fear,"
625,14,"""for there his smell with other being mingled,"
626,14,"the hot scent-snuffing hounds are driven to doubt,"
627,14,ceasing their clamorous cry till they have singled
628,14,with much ado the cold fault cleanly out;
629,14,"then do they spend their mouths, echo replies,"
630,14,as if another chase were in the skies.
631,14,"""by this, poor wat, far off upon a hill,"
632,14,"stands on his hinder legs with listening ear,"
633,14,"to hearken if his foes pursue him still,"
634,14,anon their loud alarums he doth hear;
635,14,and now his grief may be compared well
636,14,to one sore sick that hears the passing-bell.
637,14,"""then shalt thou see the dew-bedabbled wretch"
638,14,"turn, and return, indenting with the way;"
639,14,"each envious briar his weary legs doth scratch,"
640,14,"each shadow makes him stop, each murmur stay,"
641,14,"for misery is trodden on by many,"
642,14,and being low never reliev'd by any.
643,14,"""lie quietly, and hear a little more;"
644,14,"nay, do not struggle, for thou shalt not rise,"
645,14,"to make thee hate the hunting of the boar,"
646,14,"unlike myself thou hear'st me moralize,"
647,14,"applying this to that, and so to so;"
648,14,"for love can comment upon every woe."""
649,15,"from you have i been absent in the spring,"
650,15,"when proud-pied april, dressed in all his trim,"
651,15,"hath put a spirit of youth in everything,"
652,15,"that heavy saturn laughed and leaped with him,"
653,15,"yet nor the lays of birds, nor the sweet smell"
654,15,"of different flowers in odor and in hue,"
655,15,"could make me any summer's story tell,"
656,15,or from their proud lap pluck them where they grew.
657,15,"nor did i wonder at the lily's white,"
658,15,nor praise the deep vermilion in the rose;
659,15,"they were but sweet, but figures of delight,"
660,15,"drawn after you, you pattern of all those."
661,15,"yet seemed it winter still, and, you away,"
662,15,as with your shadow i with these did play.
663,16,"orpheus with his lute made trees,"
664,16,"    and the mountain tops that freeze,"
665,16,"      bow themselves, when he did sing,"
666,16,    to his music plants and flowers
667,16,    ever sprung; as sun and showers
668,16,      there had made a lasting spring.
669,16,"    everything that heard him play,"
670,16,"    even the billows of the sea,"
671,16,"      hung their heads, and then lay by."
672,16,"  in sweet music is such art,"
673,16,  killing care and grief of heart
674,16,"    fall asleep, or hearing, die."
