,title,text
12,A Servant To Servants,"I didn't make you know how glad I was
To have you come and camp here on our land.
I promised myself to get down some day
And see the way you lived, but I don't know!
With a houseful of hungry men to feed
I guess you'd find.... It seems to me
I can't express my feelings any more
Than I can raise my voice or want to lift
My hand (oh, I can lift it when I have to).
Did ever you feel so? I hope you never.
It's got so I don't even know for sure
Whether I am glad, sorry, or anything.
There's nothing but a voice-like left inside
That seems to tell me how I ought to feel,
And would feel if I wasn't all gone wrong.
You take the lake. I look and look at it.
I see it's a fair, pretty sheet of water.
I stand and make myself repeat out loud
The advantages it has, so long and narrow,
Like a deep piece of some old running river
Cut short off at both ends. It lies five miles
Straight away through the mountain notch
From the sink window where I wash the plates,
And all our storms come up toward the house,
Drawing the slow waves whiter and whiter and whiter.
It took my mind off doughnuts and soda biscuit
To step outdoors and take the water dazzle
A sunny morning, or take the rising wind
About my face and body and through my wrapper,
When a storm threatened from the Dragon's Den,
And a cold chill shivered across the lake.
I see it's a fair, pretty sheet of water,
Our Willoughby! How did you hear of it?
I expect, though, everyone's heard of it.
In a book about ferns? Listen to that!
You let things more like feathers regulate
Your going and coming. And you like it here?
I can see how you might. But I don't know!
It would be different if more people came,
For then there would be business. As it is,
The cottages Len built, sometimes we rent them,
Sometimes we don't. We've a good piece of shore
That ought to be worth something, and may yet.
But I don't count on it as much as Len.
He looks on the bright side of everything,
Including me. He thinks I'll be all right
With doctoring. But it's not medicine--
Lowe is the only doctor's dared to say so--
It's rest I want--there, I have said it out--
From cooking meals for hungry hired men
And washing dishes after them--from doing
Things over and over that just won't stay done.
By good rights I ought not to have so much
Put on me, but there seems no other way.
Len says one steady pull more ought to do it.
He says the best way out is always through.
And I agree to that, or in so far
As that I can see no way out but through--
Leastways for me--and then they'll be convinced.
It's not that Len don't want the best for me.
It was his plan our moving over in
Beside the lake from where that day I showed you
We used to live--ten miles from anywhere.
We didn't change without some sacrifice,
But Len went at it to make up the loss.
His work's a man's, of course, from sun to sun,
But he works when he works as hard as I do--
Though there's small profit in comparisons.
(Women and men will make them all the same.)
But work ain't all. Len undertakes too much.
He's into everything in town. This year
It's highways, and he's got too many men
Around him to look after that make waste.
They take advantage of him shamefully,
And proud, too, of themselves for doing so.
We have four here to board, great good-for-nothings,
Sprawling about the kitchen with their talk
While I fry their bacon. Much they care!
No more put out in what they do or say
Than if I wasn't in the room at all.
Coming and going all the time, they are:
I don't learn what their names are, let alone
Their characters, or whether they are safe
To have inside the house with doors unlocked.
I'm not afraid of them, though, if they're not
Afraid of me. There's two can play at that.
I have my fancies: it runs in the family.
My father's brother wasn't right. They kept him
Locked up for years back there at the old farm.
I've been away once--yes, I've been away.
The State Asylum. I was prejudiced;
I wouldn't have sent anyone of mine there;
You know the old idea--the only asylum
Was the poorhouse, and those who could afford,
Rather than send their folks to such a place,
Kept them at home; and it does seem more human.
But it's not so: the place is the asylum.
There they have every means proper to do with,
And you aren't darkening other people's lives--
Worse than no good to them, and they no good
To you in your condition; you can't know
Affection or the want of it in that state.
I've heard too much of the old-fashioned way.
My father's brother, he went mad quite young.
Some thought he had been bitten by a dog,
Because his violence took on the form
Of carrying his pillow in his teeth;
But it's more likely he was crossed in love,
Or so the story goes. It was some girl.
Anyway all he talked about was love.
They soon saw he would do someone a mischief
If he wa'n't kept strict watch of, and it ended
In father's building him a sort of cage,
Or room within a room, of hickory poles,
Like stanchions in the barn, from floor to ceiling,--
A narrow passage all the way around.
Anything they put in for furniture
He'd tear to pieces, even a bed to lie on.
So they made the place comfortable with straw,
Like a beast's stall, to ease their consciences.
Of course they had to feed him without dishes.
They tried to keep him clothed, but he paraded
With his clothes on his arm--all of his clothes.
Cruel--it sounds. I 'spose they did the best
They knew. And just when he was at the height,
Father and mother married, and mother came,
A bride, to help take care of such a creature,
And accommodate her young life to his.
That was what marrying father meant to her.
She had to lie and hear love things made dreadful
By his shouts in the night. He'd shout and shout
Until the strength was shouted out of him,
And his voice died down slowly from exhaustion.
He'd pull his bars apart like bow and bow-string,
And let them go and make them twang until
His hands had worn them smooth as any ox-bow.
And then he'd crow as if he thought that child's play--
The only fun he had. I've heard them say, though,
They found a way to put a stop to it.
He was before my time--I never saw him;
But the pen stayed exactly as it was
There in the upper chamber in the ell,
A sort of catch-all full of attic clutter.
I often think of the smooth hickory bars.
It got so I would say--you know, half fooling--
""It's time I took my turn upstairs in jail""--
Just as you will till it becomes a habit.
No wonder I was glad to get away.
Mind you, I waited till Len said the word.
I didn't want the blame if things went wrong.
I was glad though, no end, when we moved out,
And I looked to be happy, and I was,
As I said, for a while--but I don't know!
Somehow the change wore out like a prescription.
And there's more to it than just window-views
And living by a lake. I'm past such help--
Unless Len took the notion, which he won't,
And I won't ask him--it's not sure enough.
I 'spose I've got to go the road I'm going:
Other folks have to, and why shouldn't I?
I almost think if I could do like you,
Drop everything and live out on the ground--
But it might be, come night, I shouldn't like it,
Or a long rain. I should soon get enough,
And be glad of a good roof overhead.
I've lain awake thinking of you, I'll warrant,
More than you have yourself, some of these nights.
The wonder was the tents weren't snatched away
From over you as you lay in your beds.
I haven't courage for a risk like that.
Bless you, of course, you're keeping me from work,
But the thing of it is, I need to be kept.
There's work enough to do--there's always that;
But behind's behind. The worst that you can do
Is set me back a little more behind.
I sha'n't catch up in this world, anyway.
I'd rather you'd not go unless you must."
13,A Soldier,"He is that fallen lance that lies as hurled,
That lies unlifted now, come dew, come rust,
But still lies pointed as it plowed the dust.
If we who sight along it round the world,
See nothing worthy to have been its mark,
It is because like men we look too near,
Forgetting that as fitted to the sphere,
Our missiles always make too short an arc.
They fall, they rip the grass, they intersect
The curve of earth, and striking, break their own;
They make us cringe for metal-point on stone.
But this we know, the obstacle that checked
And tripped the body, shot the spirit on
Further than target ever showed or shone."
14,A Time to Talk,"When a friend calls to me from the road
And slows his horse to a meaning walk,
I don't stand still and look around
On all the hills I haven't hoed,
And shout from where I am, What is it?
No, not as there is a time to talk.
I thrust my hoe in the mellow ground,
Blade-end up and five feet tall,
And plod: I go up to the stone wall
For a friendly visit."
15,Acquainted with the Night,"I have been one acquainted with the night.
I have walked out in rain -- and back in rain.
I have outwalked the furthest city light.

I have looked down the saddest city lane.
I have passed by the watchman on his beat
And dropped my eyes, unwilling to explain.

I have stood still and stopped the sound of feet
When far away an interrupted cry
Came over houses from another street,

But not to call me back or say good-bye;
And further still at an unearthly height,
A luminary clock against the sky

Proclaimed the time was neither wrong nor right.
I have been one acquainted with the night."
16,After Apple Picking,"My long two-pointed ladder's sticking through a tree
Toward heaven still,
And there's a barrel that I didn't fill
Beside it, and there may be two or three
Apples I didn't pick upon some bough.
But I am done with apple-picking now.
Essence of winter sleep is on the night,
The scent of apples: I am drowsing off.
I cannot rub the strangeness from my sight
I got from looking through a pane of glass
I skimmed this morning from the drinking trough
And held against the world of hoary grass.
It melted, and I let it fall and break.
But I was well
Upon my way to sleep before it fell,
And I could tell
What form my dreaming was about to take.
Magnified apples appear and disappear,
Stem end and blossom end,
And every fleck of russet showing clear.
My instep arch not only keeps the ache,
It keeps the pressure of a ladder-round.
I feel the ladder sway as the boughs bend.
And I keep hearing from the cellar bin
The rumbling sound
Of load on load of apples coming in.
For I have had too much
Of apple-picking: I am overtired
Of the great harvest I myself desired.
There were ten thousand thousand fruit to touch,
Cherish in hand, lift down, and not let fall.
For all
That struck the earth,
No matter if not bruised or spiked with stubble,
Went surely to the cider-apple heap
As of no worth.
One can see what will trouble
This sleep of mine, whatever sleep it is.
Were he not gone,
The woodchuck could say whether it's like his
Long sleep, as I describe its coming on,
Or just some human sleep."
17,An Old Man's Winter Night,"All out of doors looked darkly in at him
Through the thin frost, almost in separate stars,
That gathers on the pane in empty rooms.
What kept his eyes from giving back the gaze
Was the lamp tilted near them in his hand.
What kept him from remembering what it was
That brought him to that creaking room was age.
He stood with barrels round him -- at a loss.
And having scared the cellar under him
In clomping there, he scared it once again
In clomping off; -- and scared the outer night,
Which has its sounds, familiar, like the roar
Of trees and crack of branches, common things,
But nothing so like beating on a box.
A light he was to no one but himself
Where now he sat, concerned with he knew what,
A quiet light, and then not even that.
He consigned to the moon, such as she was,
So late-arising, to the broken moon
As better than the sun in any case
For such a charge, his snow upon the roof,
His icicles along the wall to keep;
And slept. The log that shifted with a jolt
Once in the stove, disturbed him and he shifted,
And eased his heavy breathing, but still slept.
One aged man -- one man -- can't keep a house,
A farm, a countryside, or if he can,
It's thus he does it of a winter night."
18,Asking for Roses,"A house that lacks, seemingly, mistress and master,
With doors that none but the wind ever closes,
Its floor all littered with glass and with plaster;
It stands in a garden of old-fashioned roses.

I pass by that way in the gloaming with Mary;
'I wonder,' I say, 'who the owner of those is.'
'Oh, no one you know,' she answers me airy,
'But one we must ask if we want any roses.'

So we must join hands in the dew coming coldly
There in the hush of the wood that reposes,
And turn and go up to the open door boldly,
And knock to the echoes as beggars for roses.

'Pray, are you within there, Mistress Who-were-you?'
'Tis Mary that speaks and our errand discloses.
'Pray, are you within there? Bestir you, bestir you!
'Tis summer again; there's two come for roses.

'A word with you, that of the singer recalling--
Old Herrick: a saying that every maid knows is
A flower unplucked is but left to the falling,
And nothing is gained by not gathering roses.'

We do not loosen our hands' intertwining
(Not caring so very much what she supposes),
There when she comes on us mistily shining
And grants us by silence the boon of her roses."
19,Bereft,"Where had I heard this wind before
Change like this to a deeper roar?
What would it take my standing there for,
Holding open a restive door,
Looking down hill to a frothy shore?
Summer was past and the day was past.
Sombre clouds in the west were massed.
Out on the porch's sagging floor,
Leaves got up in a coil and hissed,
Blindly striking at my knee and missed.
Something sinister in the tone
Told me my secret my be known:
Word I was in the house alone
Somehow must have gotten abroad,
Word I was in my life alone,
Word I had no one left but God."
20,Birches,"When I see birches bend to left and right
Across the lines of straighter darker trees,
I like to think some boy's been swinging them.
But swinging doesn't bend them down to stay.
Ice-storms do that. Often you must have seen them
Loaded with ice a sunny winter morning
After a rain. They click upon themselves
As the breeze rises, and turn many-colored
As the stir cracks and crazes their enamel.
Soon the sun's warmth makes them shed crystal shells
Shattering and avalanching on the snow-crust--
Such heaps of broken glass to sweep away
You'd think the inner dome of heaven had fallen.
They are dragged to the withered bracken by the load,
And they seem not to break; though once they are bowed
So low for long, they never right themselves:
You may see their trunks arching in the woods
Years afterwards, trailing their leaves on the ground
Like girls on hands and knees that throw their hair
Before them over their heads to dry in the sun.
But I was going to say when Truth broke in
With all her matter-of-fact about the ice-storm
(Now am I free to be poetical?)
I should prefer to have some boy bend them
As he went out and in to fetch the cows--
Some boy too far from town to learn baseball,
Whose only play was what he found himself,
Summer or winter, and could play alone.
One by one he subdued his father's trees
By riding them down over and over again
Until he took the stiffness out of them,
And not one but hung limp, not one was left
For him to conquer. He learned all there was
To learn about not launching out too soon
And so not carrying the tree away
Clear to the ground. He always kept his poise
To the top branches, climbing carefully
With the same pains you use to fill a cup
Up to the brim, and even above the brim.
Then he flung outward, feet first, with a swish,
Kicking his way down through the air to the ground.
So was I once myself a swinger of birches.
And so I dream of going back to be.
It's when I'm weary of considerations,
And life is too much like a pathless wood
Where your face burns and tickles with the cobwebs
Broken across it, and one eye is weeping
From a twig's having lashed across it open.
I'd like to get away from earth awhile
And then come back to it and begin over.
May no fate willfully misunderstand me
And half grant what I wish and snatch me away
Not to return. Earth's the right place for love:
I don't know where it's likely to go better.
I'd like to go by climbing a birch tree,
And climb black branches up a snow-white trunk
Toward heaven, till the tree could bear no more,
But dipped its top and set me down again.
That would be good both going and coming back.
One could do worse than be a swinger of birches."
21,Bond And Free,"Love has earth to which she clings
With hills and circling arms about--
Wall within wall to shut fear out.
But Thought has need of no such things,
For Thought has a pair of dauntless wings.

On snow and sand and turn, I see
Where Love has left a printed trace
With straining in the world's embrace.
And such is Love and glad to be
But Thought has shaken his ankles free.

Thought cleaves the interstellar gloom
And sits in Sirius' disc all night,
Till day makes him retrace his flight
With smell of burning on every plume,
Back past the sun to an earthly room.

His gains in heaven are what they are.
Yet some say Love by being thrall
And simply staying possesses all
In several beauty that Thought fares far
To find fused in another star."
22,But outer Space,"But outer Space,
At least this far,
For all the fuss
Of the populace
Stays more popular
Than populous"
23,Come In,"As I came to the edge of the woods,
Thrush music -- hark!
Now if it was dusk outside,
Inside it was dark.

Too dark in the woods for a bird
By sleight of wing
To better its perch for the night,
Though it still could sing.

The last of the light of the sun
That had died in the west
Still lived for one song more
In a thrush's breast.

Far in the pillared dark
Thrush music went --
Almost like a call to come in
To the dark and lament.

But no, I was out for stars;
I would not come in.
I meant not even if asked;
And I hadn't been."
24,Departmental,"An ant on the tablecloth
Ran into a dormant moth
Of many times his size.
He showed not the least surprise.
His business wasn't with such.
He gave it scarcely a touch,
And was off on his duty run.
Yet if he encountered one
Of the hive's enquiry squad
Whose work is to find out God
And the nature of time and space,
He would put him onto the case.
Ants are a curious race;
One crossing with hurried tread
The body of one of their dead
Isn't given a moment's arrest-
Seems not even impressed.
But he no doubt reports to any
With whom he crosses antennae,
And they no doubt report
To the higher-up at court.
Then word goes forth in Formic:
""Death's come to Jerry McCormic,
Our selfless forager Jerry.
Will the special Janizary
Whose office it is to bury
The dead of the commissary
Go bring him home to his people.
Lay him in state on a sepal.
Wrap him for shroud in a petal.
Embalm him with ichor of nettle.
This is the word of your Queen.""
And presently on the scene
Appears a solemn mortician;
And taking formal position,
With feelers calmly atwiddle,
Seizes the dead by the middle,
And heaving him high in air,
Carries him out of there.
No one stands round to stare.
It is nobody else's affair
It couldn't be called ungentle
But how thoroughly departmental"
25,Desert Places,"Snow falling and night falling fast, oh, fast
In a field I looked into going past,
And the ground almost covered smooth in snow,
But a few weeds and stubble showing last.

The woods around it have it - it is theirs.
All animals are smothered in their lairs.
I am too absent-spirited to count;
The loneliness includes me unawares.

And lonely as it is, that loneliness
Will be more lonely ere it will be less -
A blanker whiteness of benighted snow
With no expression, nothing to express.

They cannot scare me with their empty spaces
Between stars - on stars where no human race is.
I have it in me so much nearer home
To scare myself with my own desert places."
26,Design,"I found a dimpled spider, fat and white,
On a white heal-all, holding up a moth
Like a white piece of rigid satin cloth --
Assorted characters of death and blight
Mixed ready to begin the morning right,
Like the ingredients of a witches' broth --
A snow-drop spider, a flower like a froth,
And dead wings carried like a paper kite.

What had that flower to do with being white,
The wayside blue and innocent heal-all?
What brought the kindred spider to that height,
Then steered the white moth thither in the night?
What but design of darkness to appall?--
If design govern in a thing so small."
27,Devotion,"The heart can think of no devotion
Greater than being shore to ocean -
Holding the curve of one position,
Counting an endless repetition."
28,Dust of Snow,"The way a crow
Shook down on me
The dust of snow
From a hemlock tree
Has given my heart
A change of mood
And saved some part
Of a day I had rued."
29,Evening In A Sugar Orchard,"From where I lingered in a lull in march
outside the sugar-house one night for choice,
I called the fireman with a careful voice
And bade him leave the pan and stoke the arch:
'O fireman, give the fire another stoke,
And send more sparks up chimney with the smoke.'
I thought a few might tangle, as they did,
Among bare maple boughs, and in the rare
Hill atmosphere not cease to glow,
And so be added to the moon up there.
The moon, though slight, was moon enough to show
On every tree a bucket with a lid,
And on black ground a bear-skin rug of snow.
The sparks made no attempt to be the moon.
They were content to figure in the trees
As Leo, Orion, and the Pleiades.
And that was what the boughs were full of soon."
30,Fire and Ice,"Some say the world will end in fire,
  Some say in ice.
  From what I've tasted of desire
  I hold with those who favor fire.
  But if it had to perish twice,
  I think I know enough of hate
  To know that for destruction ice
  Is also great
  And would suffice."
31,Fireflies in the Garden,"Here come real stars to fill the upper skies,
And here on earth come emulating flies,
That though they never equal stars in size,
(And they were never really stars at heart)
Achieve at times a very star-like start.
Only, of course, they can't sustain the part."
32,Flower-Gathering,"I left you in the morning,
And in the morning glow,
You walked a way beside me
To make me sad to go.
Do you know me in the gloaming,
Gaunt and dusty gray with roaming?
Are you dumb because you know me not,
Or dumb because you know?

All for me  And not a question
For the faded flowers gay
That could take me from beside you
For the ages of a day?
They are yours, and be the measure
Of their worth for you to treasure,
The measure of the little while
That I've been long away."
33,"For once, then Something","Others taught me with having knelt at well-curbs
  Always wrong to the light, so never seeing
  Deeper down in the well than where the water
  Gives me back in a shining surface picture
  Me myself in the summer heaven godlike
  Looking out of a wreath of fern and cloud puffs.
  Once, when trying with chin against a well-curb,
  I discerned, as I thought, beyond the picture,
  Through the picture, a something white, uncertain,
 Something more of the depths--and then I lost it.
 Water came to rebuke the too clear water.
 One drop fell from a fern, and lo, a ripple
 Shook whatever it was lay there at bottom,
 Blurred it, blotted it out. What was that whiteness?

 Truth? A pebble of quartz? For once, then, something."
34,Fragmentary Blue,"Why make so much of fragmentary blue
In here and there a bird, or butterfly,
Or flower, or wearing-stone, or open eye,
When heaven presents in sheets the solid hue?

Since earth is earth, perhaps, not heaven (as yet)--
Though some savants make earth include the sky;
And blue so far above us comes so high,
It only gives our wish for blue a whet."
35,Gathering Leaves,"Spades take up leaves
No better than spoons,
And bags full of leaves
Are light as balloons.

I make a great noise
Of rustling all day
Like rabbit and deer
Running away.

But the mountains I raise
Elude my embrace,
Flowing over my arms
And into my face.

I may load and unload
Again and again
Till I fill the whole shed,
And what have I then?

Next to nothing for weight,
And since they grew duller
From contact with earth,
Next to nothing for color.

Next to nothing for use.
But a crop is a crop,
And who's to say where
The harvest shall stop?"
36,Ghost House,"I dwell in a lonely house I know
That vanished many a summer ago,
And left no trace but the cellar walls,
And a cellar in which the daylight falls,
And the purple-stemmed wild raspberries grow.

O'er ruined fences the grape-vines shield
The woods come back to the mowing field;
The orchard tree has grown one copse
Of new wood and old where the woodpecker chops;
The footpath down to the well is healed.

I dwell with a strangely aching heart
In that vanished abode there far apart
On that disused and forgotten road
That has no dust-bath now for the toad.
Night comes; the black bats tumble and dart;

The whippoorwill is coming to shout
And hush and cluck and flutter about:
I hear him begin far enough away
Full many a time to say his say
Before he arrives to say it out.

It is under the small, dim, summer star.
I know not who these mute folk are
Who share the unlit place with me--
Those stones out under the low-limbed tree
Doubtless bear names that the mosses mar.

They are tireless folk, but slow and sad,
Though two, close-keeping, are lass and lad,--
With none among them that ever sings,
And yet, in view of how many things,
As sweet companions as might be had."
37,Going For Water,"The well was dry beside the door,
And so we went with pail and can
Across the fields behind the house
To seek the brook if still it ran;
Not loth to have excuse to go,
Because the autumn eve was fair
(Though chill), because the fields were ours,
And by the brook our woods were there.

We ran as if to meet the moon
That slowly dawned behind the trees,
The barren boughs without the leaves,
Without the birds, without the breeze.

But once within the wood, we paused
Like gnomes that hid us from the moon,
Ready to run to hiding new
With laughter when she found us soon.

Each laid on other a staying hand
To listen ere we dared to look,
And in the hush we joined to make
We heard, we knew we heard the brook.

A note as from a single place,
A slender tinkling fall that made
Now drops that floated on the pool
Like pearls, and now a silver blade."
38,"Good-bye, and Keep Cold","This saying good-bye on the edge of the dark
  And cold to an orchard so young in the bark
  Reminds me of all that can happen to harm
  An orchard away at the end of the farm
  All winter, cut off by a hill from the house.
  I don't want it girdled by rabbit and mouse,
  I don't want it dreamily nibbled for browse
  By deer, and I don't want it budded by grouse.
  (If certain it wouldn't be idle to call
 I'd summon grouse, rabbit, and deer to the wall
 And warn them away with a stick for a gun.)
 I don't want it stirred by the heat of the sun.
 (We made it secure against being, I hope,
 By setting it out on a northerly slope.)
 No orchard's the worse for the wintriest storm;
 But one thing about it, it mustn't get warm.
 ""How often already you've had to be told,
 Keep cold, young orchard. Good-bye and keep cold.
 Dread fifty above more than fifty below.""
 I have to be gone for a season or so.
 My business awhile is with different trees,
 Less carefully nourished, less fruitful than these,
 And such as is done to their wood with an axe--
 Maples and birches and tamaracks.
 I wish I could promise to lie in the night
 And think of an orchard's arboreal plight
 When slowly (and nobody comes with a light)
 Its heart sinks lower under the sod.
 But something has to be left to God."
39,Hannibal,"Was there even a cause too lost,
Ever a cause that was lost too long,
Or that showed with the lapse of time to vain
For the generous tears of youth and song?"
