,title,text
10,Fairy Land III,"COME unto these yellow sands,
   And then take hands:
Court'sied when you have, and kiss'd,--
   The wild waves whist,--
Foot it featly here and there;
And, sweet sprites, the burthen bear.
   Hark, hark!
   Bow, wow,
   The watch-dogs bark:
   Bow, wow.
   Hark, hark! I hear
   The strain of strutting chanticleer
   Cry, Cock-a-diddle-dow!"
11,Fairy Land IV,"WHERE the bee sucks, there suck I:
In a cowslip's bell I lie;
There I couch when owls do cry.
On the bat's back I do fly
After summer merrily:
   Merrily, merrily, shall I live now,
   Under the blossom that hangs on the bough."
12,Fairy Land v,"FULL fathom five thy father lies;
Of his bones are coral made;
Those are pearls that were his eyes:
   Nothing of him that doth fade,
But doth suffer a sea-change
Into something rich and strange.
Sea-nymphs hourly ring his knell:
   Ding-dong.
   Hark! now I hear them--
   Ding-dong, bell!"
13,Fidele,"FEAR no more the heat o' the sun,
   Nor the furious winter's rages;
Thou thy worldly task hast done,
   Home art gone, and ta'en thy wages:
Golden lads and girls all must,
As chimney-sweepers, come to dust.

Fear no more the frown o' the great,
   Thou art past the tyrant's stroke;
Care no more to clothe and eat;
   To thee the reed is as the oak:
The sceptre, learning, physic, must
All follow this, and come to dust.

Fear no more the lightning-flash,
   Nor the all-dreaded thunder-stone;
Fear not slander, censure rash;
   Thou hast finish'd joy and moan:
All lovers young, all lovers must
Consign to thee, and come to dust.

No exorciser harm thee!
Nor no witchcraft charm thee!
Ghost unlaid forbear thee!
Nothing ill come near thee!
Quiet consummation have;
And renowned be thy grave!"
14,from Venus and Adonis,"But, lo! from forth a copse that neighbours by,
A breeding jennet, lusty, young, and proud,
Adonis' trampling courser doth espy,
And forth she rushes, snorts and neighs aloud;
The strong-neck'd steed, being tied unto a tree,
Breaketh his rein, and to her straight goes he.

Imperiously he leaps, he neighs, he bounds,
And now his woven girths he breaks asunder;
The bearing earth with his hard hoof he wounds,
Whose hollow womb resounds like heaven's thunder;
The iron bit he crushes 'tween his teeth
Controlling what he was controlled with.

His ears up-prick'd; his braided hanging mane
Upon his compass'd crest now stand on end;
His nostrils drink the air, and forth again,
As from a furnace, vapours doth he send:
His eye, which scornfully glisters like fire,
Shows his hot courage and his high desire.

Sometime her trots, as if he told the steps,
With gentle majesty and modest pride;
Anon he rears upright, curvets and leaps,
As who should say, 'Lo! thus my strength is tried;
And this I do to captivate the eye
Of the fair breeder that is standing by.'

What recketh he his rider's angry stir,
His flattering 'Holla,' or his 'Stand, I say?'
What cares he now for curb of pricking spur?
For rich caparisons or trapping gay?
He sees his love, and nothing else he sees,
Nor nothing else with his proud sight agrees.

Look, when a painter would surpass the life,
In limning out a well-proportion'd steed,
His art with nature's workmanship at strife,
As if the dead the living should exceed;
So did this horse excel a common one,
In shape, in courage, colour, pace and bone

Round-hoof'd, short-jointed, fetlocks shag and long,
Broad breast, full eye, small head, and nostril wide,
High crest, short ears, straight legs and passing strong,
Thin mane, thick tail, broad buttock, tender hide:
Look, what a horse should have he did not lack,
Save a proud rider on so proud a back.

Sometimes he scuds far off, and there he stares;
Anon he starts at stirring of a feather;
To bid the wind a race he now prepares,
And whe'r he run or fly they know not whether;
For through his mane and tail the high wind sings,
Fanning the hairs, who wave like feather'd wings.

He looks upon his love, and neighs unto her;
She answers him as if she knew his mind;
Being proud, as females are, to see him woo her,
She puts on outward strangeness, seems unkind,
Spurns at his love and scorns the heat he feels,
Beating his kind embracements with her heels.

Then, like a melancholy malcontent,
He vails his tail that, like a falling plume
Cool shadow to his melting buttock lent:
He stamps, and bites the poor flies in his fume.
His love, perceiving how he is enrag'd,
Grew kinder, and his fury was assuag'd.

His testy master goeth about to take him;
When lo! the unback'd breeder, full of fear,
Jealous of catching, swiftly doth forsake him,
With her the horse, and left Adonis there.
As they were mad, unto the wood they hie them,
Out-stripping crows that strive to over-fly them.

I prophesy they death, my living sorrow,
If thou encounter with the boar to-morrow.

""But if thou needs wilt hunt, be rul'd by me;
Uncouple at the timorous flying hare,
Or at the fox which lives by subtlety,
Or at the roe which no encounter dare:
Pursue these fearful creatures o'er the downs,
And on they well-breath'd horse keep with they hounds.

""And when thou hast on food the purblind hare,
Mark the poor wretch, to overshoot his troubles
How he outruns with winds, and with what care
He cranks and crosses with a thousand doubles:
The many musits through the which he goes
Are like a labyrinth to amaze his foes.

""Sometime he runs among a flock of sheep,
To make the cunning hounds mistake their smell,
And sometime where earth-delving conies keep,
To stop the loud pursuers in their yell,
And sometime sorteth with a herd of deer;
Danger deviseth shifts; wit waits on fear:

""For there his smell with other being mingled,
The hot scent-snuffing hounds are driven to doubt,
Ceasing their clamorous cry till they have singled
With much ado the cold fault cleanly out;
Then do they spend their mouths: Echo replies,
As if another chase were in the skies.

""By this, poor Wat, far off upon a hill,
Stands on his hinder legs with listening ear,
To hearken if his foes pursue him still:
Anon their loud alarums he doth hear;
And now his grief may be compared well
To one sore sick that hears the passing-bell.

""Then shalt thou see the dew-bedabbled wretch
Turn, and return, indenting with the way;
Each envious briar his weary legs doth scratch,
Each shadow makes him stop, each murmur stay:
For misery is trodden on by many,
And being low never reliev'd by any.

""Lie quietly, and hear a little more;
Nay, do not struggle, for thou shalt not rise:
To make thee hate the hunting of the boar,
Unlike myself thou hear'st me moralize,
Applying this to that, and so to so;
For love can comment upon every woe."""
15,From you have I been absent in the spring... (Sonnet 98),"From you have I been absent in the spring,
When proud-pied April, dressed in all his trim,
Hath put a spirit of youth in everything,
That heavy Saturn laughed and leaped with him,
Yet nor the lays of birds, nor the sweet smell
Of different flowers in odor and in hue,
Could make me any summer's story tell,
Or from their proud lap pluck them where they grew.
Nor did I wonder at the lily's white,
Nor praise the deep vermilion in the rose;
They were but sweet, but figures of delight,
Drawn after you, you pattern of all those.
Yet seemed it winter still, and, you away,
As with your shadow I with these did play."
16,Orpheus with his Lute Made Trees,"Orpheus with his lute made trees,
    And the mountain tops that freeze,
      Bow themselves, when he did sing:
    To his music plants and flowers
    Ever sprung; as sun and showers
      There had made a lasting spring.

    Everything that heard him play,
    Even the billows of the sea,
      Hung their heads, and then lay by.
  In sweet music is such art,
  Killing care and grief of heart
    Fall asleep, or hearing, die."
17,Sigh No More,"Sigh no more, ladies, sigh no more,
Men were deceivers ever;
One foot in sea, and one on shore,
To one thing constant never.
Then sigh not so,
But let them go,
And be you blith and bonny,
Converting all your sounds of woe
Into Hey nonny, nonny.

Sing no more ditties, sing no mo
Of dumps so dull and heavy;
The fraud of men was ever so,
Since summer first was leavy.
Then sigh not so,
But let them go,
And be you blith and bonny,
Converting all your sounds of woe
Into Hey nonny, nonny."
18,Sonnet 106: When in the Chronicle of Wasted Time,"When in the chronicle of wasted time
  I see descriptions of the fairest wights,
  And beauty making beautiful old rhyme
  In praise of ladies dead and lovely knights,
  Then, in the blazon of sweet beauty's best,
  Of hand, of foot, of lip, of eye, of brow,
  I see their antique pen would have express'd
  Even such a beauty as you master now.
  So all their praises are but prophecies
  Of this our time, all you prefiguring;
  And, for they look'd but with divining eyes,
  They had not skill enough your worth to sing:
  For we, which now behold these present days,
  Have eyes to wonder, but lack tongues to praise."
19,Sonnet 8,"Music to hear, why hear'st thou music sadly?
Sweets with sweets war not, joy delights in joy.
Why lovest thou that which thou receivest not gladly,
Or else receivest with pleasure thine annoy?
If the true concord of well-tuned sounds,
By unions married, do offend thine ear,
They do but sweetly chide thee, who confounds
In singleness the parts that thou shouldst bear.
Mark how one string, sweet husband to another,
Strikes each in each by mutual ordering,
Resembling sire and child and happy mother
Who all in one, one pleasing note do sing:
Whose speechless song, being many, seeming one,
Sings this to thee: 'thou single wilt prove none.'"
20,"Sonnet CVII: Not Mine Own Fears, Nor the Prophetic Soul","Not mine own fears, nor the prophetic soul
Of the wide world dreaming on things to come,
Can yet the lease of my true love control,
Suppos'd as forfeit to a confin'd doom.
The mortal moon hath her eclipse endur'd
And the sad augurs mock their own presage;
Incertainties now crown themselves assur'd
And peace proclaims olives of endless age.
Now with the drops of this most balmy time
My love looks fresh, and Death to me subscribes,
Since, spite of him, I'll live in this poor rhyme,
While he insults o'er dull and speechless tribes;
And thou in this shalt find thy monument,
When tyrants' crests and tombs of brass are spent."
21,"Sonnet CXI: O, for my sake do you with Fortune chide","O, for my sake do you with Fortune chide,
The guilty goddess of my harmful deeds,
That did not better for my life provide
Than public means which public manners breeds.
Thence comes it that my name receives a brand,
And almost thence my nature is subdu'd
To what it works in, like the dyer's hand.
Pity me then and wish I were renew'd;
Whilst, like a willing patient, I will drink
Potions of eisel 'gainst my strong infection;
No bitterness that I will bitter think,
Nor double penance, to correct correction.
Pity me then, dear friend, and I assure ye
Even that your pity is enough to cure me."
22,Sonnet CXLV,"Those lips that Love's own hand did make
Breath'd forth the sound that said I hate
To me that languish'd for her sake:
But when she saw my woeful state,
Straight in her heart did mercy come.
Chiding that tongue, that ever sweet
Was used in giving gentle doom:
And taught it thus anew to greet:
'I hate' she alter'd with an end
That follow'd it as gentle day
Doth follow night, who like a fiend
From heaven to hell is flown away.
'I hate' from hate away she threw,
And sav'd my life, saying 'not you'"
23,Sonnet CXVI: Let me not to the marriage of true minds,"Let me not to the marriage of true minds
Admit impediments. Love is not love
Which alters when it alteration finds,
Or bends with the remover to remove:
O no! it is an ever-fixed mark
That looks on tempests and is never shaken;
It is the star to every wandering bark,
Whose worth's unknown, although his height be taken.
Love's not Time's fool, though rosy lips and cheeks
Within his bending sickle's compass come:
Love alters not with his brief hours and weeks,
But bears it out even to the edge of doom.
If this be error and upon me proved,
I never writ, nor no man ever loved."
24,Sonnet CXXX: My mistress' eyes are nothing like the sun,"My mistress' eyes are nothing like the sun;
   Coral is far more red than her lips' red:
   If snow be white, why then her breasts are dun;
   If hairs be wires, black wires grow on her head.
   I have seen roses damask'd, red and white,
   But no such roses see I in her cheeks;
   And in some perfumes is there more delight
   Than in the breath that from my mistress reeks.
   I love to hear her speak, yet well I know
  That music hath a far more pleasing sound.
  I grant I never saw a goddess go:
  My mistress, when she walks, treads on the ground.
  And yet, by heaven, I think my love as rare
  As any she belied with false compare."
25,Sonnet I: From Fairest Creatures We Desire Increase,"From fairest creatures we desire increase,
That thereby beauty's rose might never die,
But as the riper should by time decease,
His tender heir might bear his memory:
But thou, contracted to thine own bright eyes,
Feed'st thy light'st flame with self-substantial fuel,
Making a famine where abundance lies,
Thyself thy foe, to thy sweet self too cruel.
Thou that art now the world's fresh ornament
And only herald to the gaudy spring,
Within thine own bud buriest thy content
And, tender churl, makest waste in niggarding.
Pity the world, or else this glutton be,
To eat the world's due, by the grave and thee."
26,Sonnet II: When Forty Winters Shall Besiege Thy Brow,"When forty winters shall besiege thy brow,
And dig deep trenches in thy beauty's field,
Thy youth's proud livery, so gazed on now,
Will be a tatter'd weed, of small worth held:
Then being ask'd where all thy beauty lies,
Where all the treasure of thy lusty days,
To say, within thine own deep-sunken eyes,
Were an all-eating shame and thriftless praise.
How much more praise deserved thy beauty's use,
If thou couldst answer 'This fair child of mine
Shall sum my count and make my old excuse,'
Proving his beauty by succession thine!
This were to be new made when thou art old,
And see thy blood warm when thou feel'st it cold."
27,"Sonnet III: Look In Thy Glass, and Tell the Face Thou Viewest","Look in thy glass, and tell the face thou viewest
Now is the time that face should form another;
Whose fresh repair if now thou not renewest,
Thou dost beguile the world, unbless some mother.
For where is she so fair whose unear'd womb
Disdains the tillage of thy husbandry?
Or who is he so fond will be the tomb
Of his self-love, to stop posterity?
Thou art thy mother's glass, and she in thee
Calls back the lovely April of her prime:
So thou through windows of thine age shall see
Despite of wrinkles this thy golden time.
But if thou live, remember'd not to be,
Die single, and thine image dies with thee."
