,title,text
10,Ecstasy,"Cover mine eyes, O my Love!
Mine eyes that are weary of bliss
As of light that is poignant and strong
O silence my lips with a kiss,
My lips that are weary of song!
Shelter my soul, O my love!
My soul is bent low with the pain
And the burden of love, like the grace
Of a flower that is smitten with rain:
O shelter my soul from thy face!"
11,Harvest Hymn,"Mens Voices:

LORD of the lotus, lord of the harvest,
Bright and munificent lord of the morn!
Thine is the bounty that prospered our sowing,
Thine is the bounty that nurtured our corn.
We bring thee our songs and our garlands for tribute,
The gold of our fields and the gold of our fruit;
O giver of mellowing radiance, we hail thee,
We praise thee, O Surya, with cymbal and flute.

Lord of the rainbow, lord of the harvest,
Great and beneficent lord of the main!
Thine is the mercy that cherished our furrows,

Thine is the mercy that fostered our grain.
We bring thee our thanks and our garlands for tribute,
The wealth of our valleys, new-garnered and ripe;
O sender of rain and the dewfall, we hail thee,
We praise thee, Varuna, with cymbal and pipe.


Womens Voices:

Queen of the gourd-flower, queen of the har- vest,
Sweet and omnipotent mother, O Earth!
Thine is the plentiful bosom that feeds us,
Thine is the womb where our riches have birth.
We bring thee our love and our garlands for tribute,
With gifts of thy opulent giving we come;
O source of our manifold gladness, we hail thee,
We praise thee, O Prithvi, with cymbal and drum.


All Voices:

Lord of the Universe, Lord of our being,
Father eternal, ineffable Om!
Thou art the Seed and the Scythe of our harvests,
Thou art our Hands and our Heart and our Home.
We bring thee our lives and our labours for tribute,
Grant us thy succour, thy counsel, thy care.
O Life of all life and all blessing, we hail thee,
We praise thee, O Bramha, with cymbal and prayer"
12,Humayun To Zobeida (From the Urdu),"You flaunt your beauty in the rose, your glory in the dawn,
Your sweetness in the nightingale, your white- ness in the swan.

You haunt my waking like a dream, my slumber like a moon,
Pervade me like a musky scent, possess me like a tune.

Yet, when I crave of you, my sweet, one tender moment's grace,
You cry, ""I sit behind the veil, I cannot show my face.""

Shall any foolish veil divide my longing from my bliss?
Shall any fragile curtain hide your beauty from my kiss?

What war is this of Thee and Me? Give o'er the wanton strife,
You are the heart within my heart, the life within my life."
13,In Praise Of Henna,"A KOKILA called from a henna-spray:
Lira! liree! Lira! liree!
Hasten, maidens, hasten away
To gather the leaves of the henna-tree.
Send your pitchers afloat on the tide,
Gather the leaves ere the dawn be old,
Grind them in mortars of amber and gold,
The fresh green leaves of the henna-tree.


A kokila called from a henna-spray:
Lira! liree! Lira! liree!
Hasten maidens, hasten away
To gather the leaves of the henna-tree.
The tilka's red for the brow of a bride,
And betel-nut's red for lips that are sweet;
But, for lily-like fingers and feet,
The red, the red of the henna-tree."
14,In Salutation to the Eternal Peace,"Men say the world is full of fear and hate,
And all life's ripening harvest-fields await
The restless sickle of relentless fate.

But I, sweet Soul, rejoice that I was born,
When from the climbing terraces of corn
I watch the golden orioles of Thy morn.

What care I for the world's desire and pride,
Who know the silver wings that gleam and glide,
The homing pigeons of Thine eventide?

What care I for the world's loud weariness,
Who dream in twilight granaries Thou dost bless
With delicate sheaves of mellow silences?

Say, shall I heed dull presages of doom,
Or dread the rumoured loneliness and gloom,
The mute and mythic terror of the tomb?

For my glad heart is drunk and drenched with Thee,
O inmost wind of living ecstasy!
O intimate essence of eternity!"
15,In The Forest,"HERE, O my heart, let us burn the dear dreams that are dead,
Here in this wood let us fashion a funeral pyre
Of fallen white petals and leaves that are mellow and red,
Here let us burn them in noon's flaming torches of fire.


We are weary, my heart, we are weary, so long we have borne
The heavy loved burden of dreams that are dead, let us rest,
Let us scatter their ashes away, for a while let us mourn;
We will rest, O my heart, till the shadows are gray in the west.

But soon we must rise, O my heart, we must wander again
Into the war of the world and the strife of the throng;
Let us rise, O my heart, let us gather the dreams that remain,
We will conquer the sorrow of life with the sorrow of song."
16,Indian Dancer,"EYES ravished with rapture, celestially panting, what passionate bosoms aflaming with fire
Drink deep of the hush of the hyacinth heavens that glimmer around them in fountains of light;
O wild and entrancing the strain of keen music that cleaveth the stars like a wail of desire,
And beautiful dancers with houri-like faces bewitch the voluptuous watches of night.


The scents of red roses and sandalwood flutter and die in the maze of their gem-tangled hair,
And smiles are entwining like magical serpents the poppies of lips that are opiate-sweet;
Their glittering garments of purple are burning like tremulous dawns in the quivering air,
And exquisite, subtle and slow are the tinkle and tread of their rhythmical, slumber-soft feet.


Now silent, now singing and swaying and swinging, like blossoms that bend to the breezes or showers,
Now wantonly winding, they flash, now they falter, and, lingering, languish in radiant choir;
Their jewel-girt arms and warm, wavering, lily-long fingers enchant through melodious hours,
Eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire!"
17,Indian Dancers,"EYES ravished with rapture, celestially panting, what passionate bosoms aflaming with fire
Drink deep of the hush of the hyacinth heavens that glimmer around them in fountains of light;
O wild and entrancing the strain of keen music that cleaveth the stars like a wail of desire,
And beautiful dancers with houri-like faces bewitch the voluptuous watches of night.
The scents of red roses and sandalwood flutter and die in the maze of their gem-tangled hair,


And smiles are entwining like magical serpents the poppies of lips that are opiate-sweet;
Their glittering garments of purple are burning like tremulous dawns in the quivering air,
And exquisite, subtle and slow are the tinkle and tread of their rhythmical, slumber-soft feet.


Now silent, now singing and swaying and swinging, like blossoms that bend to the breezes or showers,
Now wantonly winding, they flash, now they falter, and, lingering, languish in radiant choir;
Their jewel-girt arms and warm, wavering, lily-long fingers enchant through melodious hours,
Eyes ravished with rapture, celestially panting, what passionate bosoms aflaming with fire!"
18,Indian Love Song,"She

LIKE a serpent to the calling voice of flutes,
Glides my heart into thy fingers, O my Love!
Where the night-wind, like a lover, leans above
His jasmine-gardens and sirisha-bowers;
And on ripe boughs of many-coloured fruits
Bright parrots cluster like vermilion flowers.


He

Like the perfume in the petals of a rose,
Hides thy heart within my bosom, O my love!
Like a garland, like a jewel, like a dove
That hangs its nest in the asoka-tree.
Lie still, O love, until the morning sows
Her tents of gold on fields of ivory."
19,Indian Weavers,"WEAVERS, weaving at break of day,
Why do you weave a garment so gay? . . .
Blue as the wing of a halcyon wild,
We weave the robes of a new-born child.


Weavers, weaving at fall of night,
Why do you weave a garment so bright? . . .
Like the plumes of a peacock, purple and green,
We weave the marriage-veils of a queen.


Weavers, weaving solemn and still,
What do you weave in the moonlight chill? . . .
White as a feather and white as a cloud,
We weave a dead man's funeral shroud."
20,Leili,"THE serpents are asleep among the poppies,
The fireflies light the soundless panther's way
To tangled paths where shy gazelles are straying,
And parrot-plumes outshine the dying day.
O soft! the lotus-buds upon the stream
Are stirring like sweet maidens when they dream.


A caste-mark on the azure brows of Heaven,
The golden moon burns sacred, solemn, bright
The winds are dancing in the forest-temple,
And swooning at the holy feet of Night.
Hush! in the silence mystic voices sing
And make the gods their incense-offering."
21,Life,"CHILDREN, ye have not lived, to you it seems
Life is a lovely stalactite of dreams,
Or carnival of careless joys that leap
About your hearts like billows on the deep
In flames of amber and of amethyst.


Children, ye have not lived, ye but exist
Till some resistless hour shall rise and move
Your hearts to wake and hunger after love,
And thirst with passionate longing for the things
That burn your brows with blood-red sufferings.


Till ye have battled with great grief and fears,
And borne the conflict of dream-shattering years,
Wounded with fierce desire and worn with strife,
Children, ye have not lived: for this is life."
22,My Dead Dream,"HAVE YOU found me, at last, O my Dream? Seven eons ago
You died and I buried you deep under forests of snow.
Why have you come hither? Who bade you awake from your sleep
And track me beyond the cerulean foam of the deep?


Would you tear from my lintels these sacred green garlands of leaves?
Would you scare the white, nested, wild pigeons of joy from my eaves?
Would you touch and defile with dead fingers the robes of my priest?
Would you weave your dim moan with the chantings of love at my feast?

Go back to your grave, O my Dream, under forests of snow,
Where a heart-riven child hid you once, seven eons ago.
Who bade you arise from your darkness? I bid you depart!
Profane not the shrines I have raised in the clefts of my heart."
23,Nightfall In The City Of Hyderabad,"SEE how the speckled sky burns like a pigeon's throat,
Jewelled with embers of opal and peridote.


See the white river that flashes and scintillates,
Curved like a tusk from the mouth of the city-gates.


Hark, from the minaret, how the muezzin's call
Floats like a battle-flag over the city wall.


From trellised balconies, languid and luminous
Faces gleam, veiled in a splendour voluminous.


Leisurely elephants wind through the winding lanes,
Swinging their silver bells hung from their silver chains.


Round the high Char Minar sounds of gay cavalcades
Blend with the music of cymbals and serenades.


Over the city bridge Night comes majestical,
Borne like a queen to a sumptuous festival."
