,title,text
43,A House upon the Height,"A House upon the Height—
That Wagon never reached—
No Dead, were ever carried down—
No Peddler's Cart—approached—

Whose Chimney never smoked—
Whose Windows—Night and Morn—
Caught Sunrise first—and Sunset—last—
Then—held an Empty Pane—

Whose fate—Conjecture knew—
No other neighbor—did—
And what it was—we never lisped—
Because He—never told—"
44,A Lady red—amid the Hill,"74

A Lady red—amid the Hill
Her annual secret keeps!
A Lady white, within the Field
In placid Lily sleeps!

The tidy Breezes, with their Brooms—
Sweep vale—and hill—and tree!
Prithee, My pretty Housewives!
Who may expected be?

The Neighbors do not yet suspect!
The Woods exchange a smile!
Orchard, and Buttercup, and Bird—
In such a little while!

And yet, how still the Landscape stands!
How nonchalant the Hedge!
As if the ""Resurrection""
Were nothing very strange!"
45,A light exists in spring,"A light exists in spring
  Not present on the year
At any other period.
  When March is scarcely here

A color stands abroad
  On solitary hills
That science cannot overtake,
  But human naturefeels.

It waits upon the lawn;
  It shows the furthest tree
Upon the furthest slope we know;
  It almost speaks to me.

Then, as horizons step,
  Or noons report away,
Without the formula of sound,
  It passes, and we stay:

A quality of loss
  Affecting our content,
As trade had suddenly encroached
  Upon a sacrament."
46,A little bread—a crust—a crumb,"159

A little bread—a crust—a crumb—
A little trust—a demijohn—
Can keep the soul alive—
Not portly, mind! but breathing—warm—
Conscious—as old Napoleon,
The night before the Crown!

A modest lot—A fame petite—
A brief Campaign of sting and sweet
Is plenty! Is enough!
A Sailor's business is the shore!
A Soldier's—balls! Who asketh more,
Must seek the neighboring life!"
47,A little east of Jordan,"A little east of Jordan,
   Evangelists record,
   A gymnast and an angel
   Did wrestle long and hard,
   Till morning touching mountain--
   And Jacob, waxing strong,
   The Angel begged permission
   To breakfast to return.
   ""Not so,"" said cunning Jacob!
  ""I will not let thee go
  Except thou bless me""--Stranger!
  The which acceded to,

  Light swung the silver fleeces
  ""Peniel"" hills beyond,
  And the bewildered gymnast
  Found he had worsted God!"
48,A little Road—not made of Man,"A little Road—not made of Man—
Enabled of the Eye—
Accessible to Thill of Bee—
Or Cart of Butterfly—

If Town it have—beyond itself—
'Tis that—I cannot say—
I only know—no Curricle that rumble there
Bear Me—"
49,"A long, long sleep, a famous sleep","A long, long sleep, a famous sleep
That makes no show for dawn
By stretch of limb or stir of lid, --
An independent one.

Was ever idleness like this?
Within a hut of stone
To bask the centuries away
Nor once look up for noon?"
50,A loss of something ever felt I,"959

A loss of something ever felt I—
The first that I could recollect
Bereft I was—of what I knew not
Too young that any should suspect

A Mourner walked among the children
I notwithstanding went about
As one bemoaning a Dominion
Itself the only Prince cast out—

Elder, Today, a session wiser
And fainter, too, as Wiseness is—
I find myself still softly searching
For my Delinguent Palaces—

And a Suspicion, like a Finger
Touches my Forehead now and then
That I am looking oppositely
For the site of the Kingdom of Heaven—"
51,A Man may make a Remark,"A Man may make a Remark—
In itself—a quiet thing
That may furnish the Fuse unto a Spark
In dormant nature—lain—

Let us deport—with skill—
Let us discourse—with care—
Powder exists in Charcoal—
Before it exists in Fire."
52,A Mien to move a Queen,"283

A Mien to move a Queen—
Half Child—Half Heroine—
An Orleans in the Eye
That puts its manner by
For humbler Company
When none are near
Even a Tear—
Its frequent Visitor—

A Bonnet like a Duke—
And yet a Wren's Peruke
Were not so shy
Of Goer by—
And Hands—so slight—
They would elate a Sprite
With Merriment—

A Voice that Alters—Low
And on the Ear can go
Like Let of Snow—
Or shift supreme—
As tone of Realm
On Subjects Diadem—

Too small—to fear—
Too distant—to endear—
And so Men Compromise
And just—revere—"
53,A Moth the hue of this,"841

A Moth the hue of this
Haunts Candles in Brazil.
Nature's Experience would make
Our Reddest Second pale.

Nature is fond, I sometimes think,
Of Trinkets, as a Girl."
54,A Murmur in the Trees—to note,"416

A Murmur in the Trees—to note—
Not loud enough—for Wind—
A Star—not far enough to seek—
Nor near enough—to find—

A long—long Yellow—on the Lawn—
A Hubbub—as of feet—
Not audible—as Ours—to Us—
But dapperer—More Sweet—

A Hurrying Home of little Men
To Houses unperceived—
All this—and more—if I should tell—
Would never be believed—

Of Robins in the Trundle bed
How many I espy
Whose Nightgowns could not hide the Wings—
Although I heard them try—

But then I promised ne'er to tell—
How could I break My Word?
So go your Way—and I'll go Mine—
No fear you'll miss the Road."
55,A narrow fellow in the grass,"A narrow fellow in the grass
Occasionally rides;
You may have met him,--did you not,
His notice sudden is.

The grass divides as with a comb,
A spotted shaft is seen;
And then it closes at your feet
And opens further on.

He likes a boggy acre,
A floor too cool for corn.
Yet when a child, and barefoot,
I more than once, at morn,

Have passed, I thought, a whip-lash
Unbraiding in the sun,--
When, stooping to secure it,
It wrinkled, and was gone.

Several of nature's people
I know, and they know me;
I feel for them a transport
Of cordiality;

But never met this fellow,
Attended or alone,
Without a tighter breathing,
And zero at the bone."
56,A nearness to Tremendousness,"963

A nearness to Tremendousness—
An Agony procures—
Affliction ranges Boundlessness—
Vicinity to Laws

Contentment's quiet Suburb—
Affliction cannot stay
In Acres—Its Location
Is Illocality—"
57,A Night—there lay the Days between,"471

A Night—there lay the Days between—
The Day that was Before—
And Day that was Behind—were one—
And now—'twas Night—was here—

Slow—Night—that must be watched away—
As Grains upon a shore—
Too imperceptible to note—
Till it be night—no more—"
58,A Planted Life—diversified,"806

A Planted Life—diversified
With Gold and Silver Pain
To prove the presence of the Ore
In Particles—'tis when

A Value struggle—it exist—
A Power—will proclaim
Although Annihilation pile
Whole Chaoses on Him—"
59,A poor—torn heart—a tattered heart,"A poor—torn heart—a tattered heart—
That sat it down to rest—
Nor noticed that the Ebbing Day
Flowed silver to the West—
Nor noticed Night did soft descend—
Nor Constellation burn—
Intent upon the vision
Of latitudes unknown.

The angels—happening that way
This dusty heart espied—
Tenderly took it up from toil
And carried it to God—
There—sandals for the Barefoot—
There—gathered from the gales—
Do the blue havens by the hand
Lead the wandering Sails."
60,A precious—mouldering pleasure,"371

A precious—mouldering pleasure—'tis—
To meet an Antique Book—
In just the Dress his Century wore—
A privilege—I think—

His venerable Hand to take—
And warming in our own—
A passage back—or two—to make—
To Times when he—was young—

His quaint opinions—to inspect—
His thought to ascertain
On Themes concern our mutual mind—
The Literature of Man—

What interested Scholars—most—
What Competitions ran—
When Plato—was a Certainty—
And Sophocles—a Man—

When Sappho—was a living Girl—
And Beatrice wore
The Gown that Dante—deified—
Facts Centuries before

He traverses—familiar—
As One should come to Town—
And tell you all your Dreams—were true—
He lived—where Dreams were born—

His presence is Enchantment—
You beg him not to go—
Old Volume shake their Vellum Heads
And tantalize—just so—"
61,A Prison gets to be a friend,"652

A Prison gets to be a friend—
Between its Ponderous face
And Ours—a Kinsmanship express—
And in its narrow Eyes—

We come to look with gratitude
For the appointed Beam
It deal us—stated as our food—
And hungered for—the same—

We learn to know the Planks—
That answer to Our feet—
So miserable a sound—at first—
Nor ever now—so sweet—

As plashing in the Pools—
When Memory was a Boy—
But a Demurer Circuit—
A Geometric Joy—

The Posture of the Key
That interrupt the Day
To Our Endeavor—Not so real
The Check of Liberty—

As this Phantasm Steel—
Whose features—Day and Night—
Are present to us—as Our Own—
And as escapeless—quite—

The narrow Round—the Stint—
The slow exchange of Hope—
For something passiver—Content
Too steep for lookinp up—

The Liberty we knew
Avoided—like a Dream—
Too wide for any Night but Heaven—
If That—indeed—redeem—"
62,A Route of Evanescence,"A Route of Evanescence
With a revolving Wheel--
A Resonance of Emerald--
A Rush of Cochineal--
And every Blossom on the Bush
Adjusts its tumbled Head--
The mail from Tunis, probably,
An easy Morning's Ride--"
63,A science—so the Savants say,"100

A science—so the Savants say,
""Comparative Anatomy""—
By which a single bone—
Is made a secret to unfold
Of some rare tenant of the mold,
Else perished in the stone—

So to the eye prospective led,
This meekest flower of the mead
Upon a winter's day,
Stands representative in gold
Of Rose and Lily, manifold,
And countless Butterfly!"
64,A Secret told,"381

A Secret told—
Ceases to be a Secret—then—
A Secret—kept—
That—can appal but One—

Better of it—continual be afraid—
Than it—
And Whom you told it to—beside—"
65,"A sepal, petal, and a thorn","19

A sepal, petal, and a thorn
Upon a common summer's morn—
A flask of Dew—A Bee or two—
A Breeze—a caper in the trees—
And I'm a Rose!"
66,A Shade upon the mind there passes,"882

A Shade upon the mind there passes
As when on Noon
A Cloud the mighty Sun encloses
Remembering

That some there be too numb to notice
Oh God
Why give if Thou must take away
The Loved?"
67,A shady friend for torrid days,"A shady friend for torrid days
Is easier to find
Than one of higher temperature
For frigid hour of mind.

The vane a little to the east
Scares muslin souls away;
If broadcloth breasts are firmer
Than those of organdy,

Who is to blame? The weaver?
Ah! the bewildering thread!
The tapestries of paradise!
So notelessly are made!"
68,A single Screw of Flesh,"263


Is all that pins the Soul
That stands for Deity, to Mine,
Upon my side the Veil—

Once witnessed of the Gauze—
Its name is put away
As far from mine, as if no plight
Had printed yesterday,

In tender—solemn Alphabet,
My eyes just turned to see,
When it was smuggled by my sight
Into Eternity—

More Hands—to hold—These are but Two—
One more new-mailed Nerve
Just granted, for the Peril's sake—
Some striding—Giant—Love—

So greater than the Gods can show,
They slink before the Clay,
That not for all their Heaven can boast
Will let its Keepsake—go"
69,A slash of Blue,"204

A slash of Blue—
A sweep of Gray—
Some scarlet patches on the way,
Compose an Evening Sky—
A little purple—slipped between—
Some Ruby Trousers hurried on—
A Wave of Gold—
A Bank of Day—
This just makes out the Morning Sky."
70,A Solemn thing within the Soul,"A Solemn thing within the Soul
To feel itself get ripe—
And golden hang—while farther up—
The Maker's Ladders stop—
And in the Orchard far below—
You hear a Being—drop—

A Wonderful—to feel the Sun
Still toiling at the Cheek
You thought was finished—
Cool of eye, and critical of Work—
He shifts the stem—a little—
To give your Core—a look—

But solemnest—to know
Your chance in Harvest moves
A little nearer—Every Sun
The Single—to some lives."
71,A solemn thing—it was—I said,"271

A solemn thing—it was—I said—
A woman—white—to be—
And wear—if God should count me fit—
Her blameless mystery—

A hallowed thing—to drop a life
Into the purple well—
Too plummetless—that it return—
Eternity—until—

I pondered how the bliss would look—
And would it feel as big—
When I could take it in my hand—
As hovering—seen—through fog—

And then—the size of this ""small"" life—
The Sages—call it small—
Swelled—like Horizons—in my vest—
And I sneered—softly—""small""!"
72,A something in a summer's Day,"122

A something in a summer's Day
As slow her flambeaux burn away
Which solemnizes me.

A something in a summer's noon—
A depth—an Azure—a perfume—
Transcending ecstasy.

And still within a summer's night
A something so transporting bright
I clap my hands to see—

Then veil my too inspecting face
Lets such a subtle—shimmering grace
Flutter too far for me—

The wizard fingers never rest—
The purple brook within the breast
Still chafes it narrow bed—

Still rears the East her amber Flag—
Guides still the sun along the Crag
His Caravan of Red—

So looking on—the night—the morn
Conclude the wonder gay—
And I meet, coming thro' the dews
Another summer's Day!"
73,A South Wind—has a pathos,"719

A South Wind—has a pathos
Of individual Voice—
As One detect on Landings
An Emigrant's address.

A Hint of Ports and Peoples—
And much not understood—
The fairer—for the farness—
And for the foreignhood."
74,A still—Volcano—Life,"601

A still—Volcano—Life—
That flickered in the night—
When it was dark enough to do
Without erasing sight—

A quiet—Earthquake Style—
Too subtle to suspect
By natures this side Naples—
The North cannot detect

The Solemn—Torrid—Symbol—
The lips that never lie—
Whose hissing Corals part—and shut—
And Cities—ooze away—"
75,A thought went up my mind to-day,"A thought went up my mind to-day
That I have had before,
But did not finish,--some way back,
I could not fix the year,

Nor where it went, nor why it came
The second time to me,
Nor definitely what it was,
Have I the art to say.

But somewhere in my soul, I know
I've met the thing before;
It just reminded me--'t was all--
And came my way no more."
76,A throe upon the features,"71

A throe upon the features—
A hurry in the breath—
An ecstasy of parting
Denominated ""Death""—

An anguish at the mention
Which when to patience grown,
I've known permission given
To rejoin its own."
77,A toad can die of light!,"A toad can die of light!
   Death is the common right
     Of toads and men,--
   Of earl and midge
   The privilege.
     Why swagger then?
   The gnat's supremacy
   Is large as thine."
78,A Tongue—to tell Him I am true!,"400

A Tongue—to tell Him I am true!
Its fee—to be of Gold—
Had Nature—in Her monstrous House
A single Ragged Child—

To earn a Mine—would run
That Interdicted Way,
And tell Him—Charge thee speak it plain—
That so far—Truth is True?

And answer What I do—
Beginning with the Day
That Night—begun—
Nay—Midnight—'twas—
Since Midnight—happened—say—

If once more—Pardon—Boy—
The Magnitude thou may
Enlarge my Message—If too vast
Another Lad—help thee—

Thy Pay—in Diamonds—be—
And His—in solid Gold—
Say Rubies—if He hesitate—
My Message—must be told—

Say—last I said—was This—
That when the Hills—come down—
And hold no higher than the Plain—
My Bond—have just begun—

And when the Heavens—disband—
And Deity conclude—
Then—look for me. Be sure you say—
Least Figure—on the Road—"
79,A Tooth upon Our Peace,"459

A Tooth upon Our Peace
The Peace cannot deface—
Then Wherefore be the Tooth?
To vitalize the Grace—

The Heaven hath a Hell—
Itself to signalize—
And every sign before the Place
Is Gilt with Sacrifice—"
80,A transport one cannot contain,"184

A transport one cannot contain
May yet a transport be—
Though God forbid it lift the lid—
Unto its Ecstasy!

A Diagram—of Rapture!
A sixpence at a Show—
With Holy Ghosts in Cages!
The Universe would go!"
